Report generated on: 09-17-2020 15:59:44
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"INTL.7-6-CHN-MST.A","        China","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126214.495","126214.495","126214.495","126214.495","126214.495","141147.48857","145079.42834","147352.39156","149818.25903","153021.57189",""
"INTL.7-6-COL-MST.A","        Colombia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5840.03838","5840.03838","5450.92295","5380.37511","5380.37511","5380.37511","5380.37511","5380.37511","5380.37511","5380.37511",""
"INTL.7-6-COM-MST.A","        Comoros","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-COG-MST.A","        Congo-Brazzaville","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-COD-MST.A","        Congo-Kinshasa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.00328","97.00328","97.00328","97.00328","97.00328","97.00328","97.00328","97.00328","97.00328","97.00328",""
"INTL.7-6-COK-MST.A","        Cook Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-CRI-MST.A","        Costa Rica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-HRV-MST.A","        Croatia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-CUB-MST.A","        Cuba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-CYP-MST.A","        Cyprus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-CZE-MST.A","        Czech Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3579.20057","3804.07181","3858.085","4213.02882","4181.06183","4133.6625","4090.67241","4052.09156","4012.4084","4006.89685",""
"INTL.7-6-CIV-MST.A","        Côte d’Ivoire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-DNK-MST.A","        Denmark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-DJI-MST.A","        Djibouti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-DMA-MST.A","        Dominica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-DOM-MST.A","        Dominican Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-ECU-MST.A","        Ecuador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.45544","26.45544","26.45544","26.45544","26.45544","26.45544","26.45544","26.45544","26.45544","26.45544",""
"INTL.7-6-EGY-MST.A","        Egypt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.63696","17.63696","17.63696","17.63696","17.63696","17.63696","17.63696","17.63696","17.63696","17.63696",""
"INTL.7-6-SLV-MST.A","        El Salvador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-GNQ-MST.A","        Equatorial Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-ERI-MST.A","        Eritrea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-EST-MST.A","        Estonia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-SWZ-MST.A","        Eswatini","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158.73264","158.73264","158.73264","158.73264","158.73264","158.73264","158.73264","158.73264","158.73264","158.73264",""
"INTL.7-6-ETH-MST.A","        Ethiopia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-FLK-MST.A","        Falkland Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-FRO-MST.A","        Faroe Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-FJI-MST.A","        Fiji","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-FIN-MST.A","        Finland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-CSK-MST.A","        Former Czechoslovakia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--",""
"INTL.7-6-SCG-MST.A","        Former Serbia and Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--",""
"INTL.7-6-SUN-MST.A","        Former U.S.S.R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--",""
"INTL.7-6-YUG-MST.A","        Former Yugoslavia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--",""
"INTL.7-6-FRA-MST.A","        France","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-GUF-MST.A","        French Guiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-PYF-MST.A","        French Polynesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-GAB-MST.A","        Gabon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-GMB-MST.A","        Gambia, The","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-GEO-MST.A","        Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221.56431","221.56431","221.56431","221.56431","221.56431","221.56431","221.56431","221.56431","221.56431","221.56431",""
"INTL.7-6-DEU-MST.A","        Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44862.91469","44834.25463","44708.59129","44696.46588","44573.00716","44457.26461","40037.00151","39916.84972","39802.20948","37532.663421",""
"INTL.7-6-DDR-MST.A","        Germany, East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--",""
"INTL.7-6-DEUW-MST.A","        Germany, West","","","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--",""
"INTL.7-6-GHA-MST.A","        Ghana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-GIB-MST.A","        Gibraltar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-GRC-MST.A","        Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3170.24356","3170.24356","3170.24356","3170.24356","3170.24356","3170.24356","3170.24356","3170.24356","3170.24356","3170.24356",""
"INTL.7-6-GRL-MST.A","        Greenland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201.72273","201.72273","201.72273","201.72273","201.72273","201.72273","201.72273","201.72273","201.72273","201.72273",""
"INTL.7-6-GRD-MST.A","        Grenada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-GLP-MST.A","        Guadeloupe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-GUM-MST.A","        Guam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-GTM-MST.A","        Guatemala","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-GIN-MST.A","        Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-GNB-MST.A","        Guinea-Bissau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-GUY-MST.A","        Guyana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-HTI-MST.A","        Haiti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"none","        Hawaiian Trade Zone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-6-HND-MST.A","        Honduras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-HKG-MST.A","        Hong Kong","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-HUN-MST.A","        Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3206.61979","3206.61979","3206.61979","3206.61979","3206.61979","3206.61979","3206.61979","3206.61979","3206.61979","3206.61979",""
"INTL.7-6-ISL-MST.A","        Iceland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-IND-MST.A","        India","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88971.84934","84772.04824","87619.31497","90437.92164","93934.44896","95517.36612","99512.13756","104464.81639","107726.55168","111190.560855",""
"INTL.7-6-IDN-MST.A","        Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4907.48412","17388.94025","18910.12805","24816.30503","24816.30503","24817.40734","24829.409308","24829.960463","24910.00138","24937.049122333",""
"INTL.7-6-IRN-MST.A","        Iran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","461.86789","1326.07893","1326.07893","1326.07893","1326.07893","1326.07893","1326.07893","1326.07893","1326.07893","1326.07893",""
"INTL.7-6-IRQ-MST.A","        Iraq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-IRL-MST.A","        Ireland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.43234","15.43234","15.43234","15.43234","15.43234","15.43234","15.43234","15.43234","15.43234","15.43234",""
"INTL.7-6-ISR-MST.A","        Israel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-ITA-MST.A","        Italy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.73927","18.73927","18.73927","18.73927","18.73927","18.73927","18.73927","18.73927","18.73927","10",""
"INTL.7-6-JAM-MST.A","        Jamaica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-JPN-MST.A","        Japan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","391.32005","385.8085","385.8085","385.8085","385.8085","385.8085","385.8085","385.8085","385.8085","340",""
"INTL.7-6-JOR-MST.A","        Jordan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-KAZ-MST.A","        Kazakhstan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20885.46757","20668.3125","20668.3125","19006.02902","28224.64755","28224.64755","28224.64755","28224.64755","28224.64755","28224.64755",""
"INTL.7-6-KEN-MST.A","        Kenya","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-KIR-MST.A","        Kiribati","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-XKS-MST.A","        Kosovo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1724.01284","1724.01284","1724.01284","1724.01284","1724.01284","1724.01284","1724.01284","1724.01284","1724.01284","1724.01284",""
"INTL.7-6-KWT-MST.A","        Kuwait","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-KGZ-MST.A","        Kyrgyzstan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1070.34301","1070.34301","1070.34301","1070.34301","1070.34301","1070.34301","1070.34301","1070.34301","1070.34301","1070.34301",""
"INTL.7-6-LAO-MST.A","        Laos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","554.46193","554.46193","554.46193","554.46193","554.46193","554.46193","554.46193","554.46193","554.46193","554.46193",""
"INTL.7-6-LVA-MST.A","        Latvia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-LBN-MST.A","        Lebanon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-LSO-MST.A","        Lesotho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-LBR-MST.A","        Liberia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-LBY-MST.A","        Libya","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-LTU-MST.A","        Lithuania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
