Report generated on: 09-17-2020 15:59:44
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"INTL.7-3-BLR-TST.A","        Belarus","--","--","--","--","--","--","--","--","--","--","--","--","1781.33516","1812.19988","1091.28825","1369.07071","1099.00443","866.41673","789.25505","708.78631","631.62451","255.3390884","316.28360368","255.48569563","271.99168557","152.84079305","112.22838572","81.59408851","51.80874","76.15749559","60.53335365","127.97047483","457.3925114","645.56618150035","861.30362792947","746.26387","781.24581","839.40869","1113.574924216645"
"INTL.7-3-BEL-TST.A","        Belgium","11281.04054","11202.77653","11660.23518","8386.37448","10489.58196","10579.97138","9676.07718","10358.40707","12446.18221","14247.35675","16575.43547","16200.65007","15716.73598","13359.9972","14187.83201","15756.41914","14375.22471","14346.56465","14142.6373","12119.89845","12507.91157","13978.39311","10919.48286","10350.6909","10791.6149","9704.73724","8880.20936","8173.62865","8191.26561","5297.70186","6916.99525","6544.41447","5923.81394","5911.68853","5770.59285","4517.376611","3897.3272359999996","3793.710096","4227.689543"
"INTL.7-3-BLZ-TST.A","        Belize","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-BEN-TST.A","        Benin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.598215307269","1.71394985201","0.110231","0.054343883","2.8541120751","1.71259511302","1.40197958736","42.4789708992","45.87862390947","87.77584299","132.2772","45.566408932"
"INTL.7-3-BMU-TST.A","        Bermuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-BTN-TST.A","        Bhutan","1.10231","1.10231","1.10231","1.10231","0.55116","0.55116","0.55116","18.73929","19.8416","19.8416","19.8416","19.8416","20.94392","22.04623","23.14854","25.35316","26.45547","27.888473","29.321476","30.754479","32.187482","33.620485","35.053488","36.486491","37.919494","36.81825631","37.16768858","20.12928291","40.3224998","31.9780131","32.25248829","12.047917607","8.605072784","22.75057609","33.48046","8.062185109","21.46748725","49.21153",""
"INTL.7-3-BOL-TST.A","        Bolivia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-BIH-TST.A","        Bosnia and Herzegovina","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","329.5911000000029","652.568319999996","693.353849999998","740.753229999998","780.436440000004","899.486070000002","1358.292837440012","1529.9346298499952","1166.697029409976","1304.05257158001","1555.15438034","1528.24258400001","1505.97261506999","1569.38741","1673.6879792599998"
"INTL.7-3-BWA-TST.A","        Botswana","0","24.25085","22.04623","33.06934","29.76241","31.96703","35.27396","49.60401","23.14854","17.63698","23.14854","16.53467","9.9208","11.02311","12.12542","15.43236","16.53467","22.04623","21.25694604","22.34161908","21.25694604","22.34161908","21.32308464","21.14781735","1.72070591","18.21457044","14.16027426","16.52142228","2.70286412","28.45172341","11.33946297","8.60242724","7.95316665","12.5593122853","12.58734","9.34892","5.63715050833","0.6078919980099999","0.16434780714"
"INTL.7-3-BRA-TST.A","        Brazil","4976.9365","4700.25601","4669.39108","6017.51802","8351.11094","8872.50426","9305.71262","10648.32872","10231.65519","10529.27981","11184.05183","11858.66706","11462.93717","12097.86875","12477.06429","12996.25334","14161.39637","14201.07957","14228.63732","14078.72225","14587.99072","14319.02676","14343.27824","14873.49076","15521.64904","15101.11684","14768.21848","16385.19912","16877.49181","13737.44568","17537.09275","19849.32356","18172.70724","20292.92989710202","23865.5735866083","25247.3317654995","24291.9881214843","25975.43406632944","26139.784988597497"
"INTL.7-3-VGB-TST.A","        British Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-BRN-TST.A","        Brunei","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-BGR-TST.A","        Bulgaria","7420.75092","7772.38781","7966.39437","7812.07097","7936.632","8878.00474","8040.24914","8208.90257","7136.35494","6878.4144","6382.3749","5058.50059","4062.01235","4668.28285","3704.86391","3806.27643","4092.87703","4090.67241","3912.09819","3065.52411","3784.23023","4231.76809","4248.30274","4332.0783","5156.60618","4506.24328","4301.21362","5337.38502","5975.62251","3066.62642","3061.11487","3637.623","2689.6364","1870.65020164385","1966.45507336036","1169.55091","867.42256286488","990.5545","922.5042233133449"
"INTL.7-3-BFA-TST.A","        Burkina Faso","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-MMR-TST.A","        Burma","0","0","0","0","0","0","0","0","0","0","0","0","0","0.10802638","0.098161256655","0.08829613331","0.088240466655","0.0881848","2.20462","1.37030581182","0.53599162364","3.7240881964","3.8759203758","3.4802572244","1.8931402633","6.8292954664","2.8191027095","5.0263902997","4.492243943","6.33752631534","2.53475853807","12.2517126798","22.65113339797","69.84765489262","121.66832164256","146.81251429361","168.14282","211.15984",""
"INTL.7-3-BDI-TST.A","        Burundi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-CPV-TST.A","        Cabo Verde","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-KHM-TST.A","        Cambodia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3080735988","0.07275246","0.030313525","0.03810134515","0.0007054784","0.243453430825","0.48620138325","27.39967764369","124.76621949495","109.89298876391","174.73181646206","224.89105512456","215.46968430702","313.68526941268","908.38608","1598.05779","1665.85399","2694.15784","2481.75310632739"
"INTL.7-3-CMR-TST.A","        Cameroon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-CAN-TST.A","        Canada","17233.51454","16498.27377","17276.50463","16664.72258","20256.04856","16070.57749","14672.84841","15812.63695","19265.07187","16007.74582","15618.63039","13852.72977","14333.33693","9334.36108","10324.23546","10730.98785","13455.89817","15949.32339","20565.79767","21780.54329","25607.76361","26044.27837","24318.06091","24876.93208","21189.70513","23242.20635","22898.28563","20385.01883","22666.80053","14302.47225","13753.52187","11589.68734","10821.37727","9426.95512","8618.96189","8341.17977","6962.13704912","8226.79630497","7596.01821"
"INTL.7-3-CYM-TST.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-CAF-TST.A","        Central African Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-TCD-TST.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-CHL-TST.A","        Chile","907.20113","561.07579","264.5544","338.40917","376.99002","410.05932","505.96029","510.36953","442.02631","1634.72573","1829.8346","1642.4419","968.93049","1199.31328","2127.4583","2435.00279","3962.80445","5098.18375","5123.53688","5558.94933","4852.36862","3123.94654","3266.14453","3202.21055","4833.62935","4420.2631","5525.88003","7421.85323","7828.60562","6894.94905","7642.31523","10653.82615","11418.82929","12730.68478558152","10998.92714638679","10841.47451316726","12925.23772206778","12260.64346203997","12276.737037024019"
"INTL.7-3-CHN-TST.A","        China","2195.80423","2131.87017","2414.06188","2358.94631","2744.75529","2543.03233","2723.81137","2139.58635","1867.31544","2524.29301","2207.92965","1507.961940000005","1355.842970000001","1575.202929999997","1531.601097358743","1802.49954","1812.9163800000001","1823.3332200000002","1748.26582","1844.1669","2401.713028","2932.365062","12409.144594","12233.105687","20518.39834","28898.489653","42132.162127","56881.069927","48088.935136","145372.973493","201798.899621","245107.336749","317918.549872","360474.8808869999","321014.7182000001","224942.89015","281754.534086546","298850.74387","310120.1449710038"
"INTL.7-3-COL-TST.A","        Colombia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03527392","0.01763696","0.0330693","0.29321446","0.11904948","0.1433003","0.20062042","0.24140589","0.31195373","0.10692407","0.25904285","0.32959069","0.34224741342","0.19680201816","0.4253704059","0.45400180584","0.83509","1.27238393806"
"INTL.7-3-COM-TST.A","        Comoros","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-COG-TST.A","        Congo-Brazzaville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-COD-TST.A","        Congo-Kinshasa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.19621","2.26965","1.13868","3.2441","11.50481","9.80064","15.1248","17.21367","12.13091","18.24235","14.55683","16.57892","6.28512","8.15342","15.52258","17.88245","21.82739",""
"INTL.7-3-COK-TST.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-CRI-TST.A","        Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004163714116144","0.00654441447","0.005352596898","0.004160779326","0.00504196594","0.00151567625","0.00084326715","0.003317622407","0.003245978319705","0.00317433423241","0.00536163584","0.005291088","0.00218808535","0.0017361162038","0.0025862727913","0.0023497721808","0.00474323993","0.004809709223","0.00331685079","0.02133521005","0.09886397928","0.15761379535","0.1097680298","0.07294","0.14813613397"
"INTL.7-3-HRV-TST.A","        Croatia","--","--","--","--","--","--","--","--","--","--","--","--","1061.52589","1085.77671","730.06083","453.27047","325.84327","382.17139","366.62879","380.02737","983.99369","802.4827","1079.16285","1243.40724","1434.10711","1147.50616","1286.39739","1286.3974","1463.86952","839.96129","1291.90895","1300.72744","1441.8233","1350.21290514","1093.49152","1136.55638519885","1200.57089886514","703.82493",""
"INTL.7-3-CUB-TST.A","        Cuba","104.71965","104.71966","143.30056","99.2081","121.25432","138.89132","131.17514","93.69658","104.71967","235.89472","168.65373","82.6734","51.91889","26.430475841875","0.94206168375","0.54612515947","0.107805918","1.10857883697","1.4261135625","2.23892939875","23.8221977796","23.9118266057","28.46200465537","30.20712673187","26.30235559644","36.763511957777","31.58139094","27.9715241","22.6682114868","25.269574902","26.10367854897","0.72011376987","1.05722772562","3.25150144396","1.96872235307","3.08374970354","2.06644","0.74142",""
"INTL.7-3-CYP-TST.A","        Cyprus","0","0","0","0","57.32019","81.57104","60.62712","166.44902","100.31033","113.53807","106.9242","107.30009","28.6601","36.37627","29.76237","22.0462","19.84158","20.94389","23.14854","28.6601","55.11557","65.03637","72.75255","56.21788","44.09245","70.54793","70.54793","37.47859","46.29708","29.76241","19.8416","0.99979517","1.21364331","1.13317468","6.00979412","6.61386","0.22354075183","18.18812",""
"INTL.7-3-CZE-TST.A","        Czech Republic","--","--","--","--","--","--","--","--","--","--","--","--","--","2167.14146","1893.76858","2965.2139","3539.51741","2509.95987","1741.6498","1146.4024","1207.02945","1326.07893","1363.55747","1428.59376","1786.84451","1393.31984","2201.31307","2814.19743","2557.3592","2246.50778","2278.47477","2630.11166","2298.31635","2342.40875000004","4980.23657999997","4511.75482999996","4077.41580286414","4464.32495058066","4227.531359310379"
"INTL.7-3-CIV-TST.A","        Côte d’Ivoire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-DNK-TST.A","        Denmark","10988.92839","11999.74666","10651.62153","9410.42047","10810.35417","13731.47567","13719.35026","13063.47581","11416.62467","11854.24174","11304.18905","14120.5911","13164.88833","11537.87877","12977.49563","14339.95079","14478.84185","14852.52494","8896.74401","7845.14027","7072.42096","7632.39444","6903.76753","10488.47965","8368.73752","6648.03161","9576.86928","8952.96182","8343.38439","7397.60241","5037.5567","6764.87647","4384.98918","5459.74143","4996.77123","3039.06867","3181.26666","3389.60727825","3037.95974614"
"INTL.7-3-DJI-TST.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-DMA-TST.A","        Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-DOM-TST.A","        Dominican Republic","0","0","0","7.71617","14.33003","24.691744","30.86468","25.573592","10.692407","11.02311","18.73927","62.83167","153.22109","132.2772","67.24091","88.1848","114.64024","116.84486","165.3465","55.1155","102.51483","223.76893","256.83823","422.18473","475.09561","524.69956","776.02624","802.48168","841.06253","823.42557","781.53779","972.23742","963.41894","936.9635","1149.70933","1229.07565","1237.89413","1147.50471",""
"INTL.7-3-ECU-TST.A","        Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.91951834194","0.72554926048","0.2158433211","0.19034248156","1.6083062399667","1.913059005","3.16525560725","9.88922314853","2.58020237013","5.2894541010025","7.1627111721","15.44979287423","14.20591320093","18.59664762065","22.24860726451","20.49396674116","24.87219655624","14.1126103756","15.311",""
"INTL.7-3-EGY-TST.A","        Egypt","884.05262","1396.62677","1544.33631","1080.2638","1212.541","1322.772","1322.772","1377.8875","1543.234","1598.3495","1477.0954","1330.48817","1273.16805","1677.71582","2041.47812","1697.5574","2067.93356","1792.35606","1631.4188","1554.2571","2006.2042","1794.56068","1924.63326","1995.1811","2039.27351","2093.14133","2103.17708","2057.56291","2082.73117","1797.17634","1790.80024","1641.80192","1084.9699","922.53275","1091.40915","2323.32469","2867.62016","3289.55504",""
"INTL.7-3-SLV-TST.A","        El Salvador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-GNQ-TST.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-ERI-TST.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-EST-TST.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","284.39633","157.32019","131.17505","95.90109","103.61727","99.75918","95.90109","97.0034","111.33345","92.59416","65.23856057807","62.89280190798","49.69822396044","60.819292864","105.003625518","83.318211581","91.706019064","77.616623337","85.51146896952","76.16207458574","86.76284324851","65.47112153263","83.99854518759","9.41908793353","19.64190977122","49.87112569318","44.20171387807999"
"INTL.7-3-SWZ-TST.A","        Eswatini","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","234.41481841568793","242.9895798793142","221.56430999999938","218.25737999999515","202.82503999999648","173.06266999999855","169.75574000000435","137.7887499999996","165.3464999999987","172.18082","177.36168","153.77225","121.56274","131.86956","107.49852","118.26905","116.42554","79.34037","126.74353","99.79162",""
"INTL.7-3-ETH-TST.A","        Ethiopia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00220462","0.04519471","0.00440924","0.00551155","0.00881848","0.01212541","0.79216736533","16.21613862781","27.48480132882","41.523669737477","107.82832245075","281.21087068734","321.79957835234","381.28021052","567.36226393","629.131","709.35428",""
"INTL.7-3-FLK-TST.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-FRO-TST.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-FJI-TST.A","        Fiji","23.14854","19.8416","25.35316","19.8416","24.25085","17.63698","16.53467","11.757986666667","7.8998966666667","14.421908333333","20.94392","19.8416","23.736437333333","26.657562333333","26.05588425","25.454206166667","24.852528083333","24.25085","22.046225","19.8416","18.73929","16.53467","17.96920174555","18.18699725766","0.02351557923","0.00390548433","0.00658299532","0.0001212541","0.00738657931","0.01141662467","0.0055225731","0.00654220985","0.00334881778","0.00212415137","0.00306111487","0.00283734594","0.00070988764","0.00432215751",""
"INTL.7-3-FIN-TST.A","        Finland","5146.68539","6228.0515","5164.32235","4839.1409","3948.47442","5609.65559","6011.99874","5588.7117","5287.78107","6134.35515","6725.19331","5702.24963","4699.14753","6540.00523","9192.16309","6416.54651","7599.32514","7752.54623","5081.6491","3965.00907","5590.91632","6806.76425","6382.3749","11184.03726","9133.74066","5206.21013","7367.84004","7352.4077","6252.30232","6557.64219","6525.6752","7683.1007","4308.92979","5585.40477","6026.32877","3969.41831","4305.09090172864","4299.79764107567","4429.98252221382"
"INTL.7-3-CSK-TST.A","        Former Czechoslovakia","5660.36883000003","4820.40757999998","5441.00886999997","5433.29268999995","5000.08432999995","5100.39466000002","5282.27602999999","4620.88922","5176.45413999999","4963.70805000004","16780.46513","16874.1614799999","13947.52843","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-3-SCG-TST.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","128","125.0000000000003","138.9999999999996","121.2541000000002","154.3234000000009","99.2079000000001","112.4356199999998","207.234280000001","253.531300000003","308.646800000003","293.214459999998","293.214459999998","442.026310000002","573.201199999999","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-3-SUN-TST.A","        Former U.S.S.R.","3174.68570648193","4958.24177124854","10538.19281901635","13651.14852187224","15128.2592286381","12659.05923359657","13847.36173339778","12036.24762701248","16244.9108342306","14251.91369716133","12258.91656009223","1213.655891290508","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-3-YUG-TST.A","        Former Yugoslavia","3810.690370000035","4058.710430000023","3915.40995000003","5040.869850000043","5497.226749999998","5334.08467000008","5438.804249999975","4448.928649999981","5023.232870000004","3955.093160000026","3664.082959999966","2480.200560000011","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-3-FRA-TST.A","        France","32429.9602","30324.5481","25311.24222","20448.95281","23839.65837","20803.89663","18647.77827","14724.65698","13407.39653","17636.96","21448.74798","24023.74414","24240.89921","15686.97361","13490.06978","14597.89133","17416.498","15036.61071","20344.23336","19707.09818","20979.16392","17657.90389","20023.46115","18529.8311","21495.045","21921.63897","22517.98868","20953.81079","23539.83005","17040.61029","19434.82761","15993.41579","17562.00292","19237.51412","15957.0640610444","15045.57589533553","14325.67503774445","16684.34861760953","14954.47811549725"
"INTL.7-3-GUF-TST.A","        French Guiana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-PYF-TST.A","        French Polynesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-GAB-TST.A","        Gabon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-GMB-TST.A","        Gambia, The","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-GEO-TST.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","423.28704","227.07586","119.04948","30.86468","6.67765619125","4.875943172815","3.07423015438","4.35221529908","1.78623934181","1.1513848412","3.5846790507","6.39392380187","7.10733552694","13.98170004","16.45301071678","62.29555822457","78.647243779417","40.43492219228","72.93004875486","89.42151796523","83.44114008989","86.310873","139.111522","120.923407","114.1001081","178.79468","284.84840880947"
"INTL.7-3-DEU-TST.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","20779.64581","21045.30252","17726.24711","19958.42486","18942.09504","20170.06838","24451.44042","26668.18583","27261.22861","32787.10864","39140.82348","36877.78105","38331.72794","43599.66743","40911.13334","49966.60999","51052.38534","50105.50105","42422.40035","50403.12475","52740.02195","54050.66854","59896.21847","59252.46943","60128.80588","63694.77873","55684.29195999999","48934.59650332"
"INTL.7-3-DDR-TST.A","        Germany, East","9527.9080533572","8629.571843153064","7479.9976088017","6061.495465603991","5227.872424701443","6883.857432874364","8441.21308152661","8389.67988476046","7163.705431844715","5871.4012174849595","4923.293650849353","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-3-DEUW-TST.A","        Germany, West","10622.318746643","13969.987776847338","14196.92854119814","12609.431314396252","12199.648675298711","13177.08225712609","13211.462248473037","10484.071935240017","9577.076538155345","8525.869692514996","12342.18787915089","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-3-GHA-TST.A","        Ghana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.84327","33.10347","46.26281","54.99664","59.7925","56.69977",""
"INTL.7-3-GIB-TST.A","        Gibraltar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-GRC-TST.A","        Greece","587.53123","316.36297","556.66655","1565.2802","2078.95666","2248.7124","1935.65636","1976.44183","1642.4419","1315.05583","1521.1878","1550.95017","2350.12492","1473.78847","1653.465","1553.15479","1822.11843","1338.20434","1513.47163","1326.07893","1372.37595","1502.44853","1092.38921","823.42557","897.28034","712.09226","422.18473","673.51141","746.26387","327.38607","717.60381","557.76886","455.25403","486.11871","370.37616","283.29367","343.92072","453.38561454999996","418.0709090799999"
"INTL.7-3-GRL-TST.A","        Greenland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-GRD-TST.A","        Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-GLP-TST.A","        Guadeloupe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-GUM-TST.A","        Guam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-GTM-TST.A","        Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76.93441249648","165.11480325648","334.61612129","443.67867269","416.35902165","472.36849506","397.16890686","400.52985005","563.66952543","516.46750892","680.08929280622","364.52225896944","671.41150283614","694.31811311126","681.92482965585","860.54318504594","1382.29673999999","2168.24377000004","2416.83629019682","2276.31986",""
"INTL.7-3-GIN-TST.A","        Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-GNB-TST.A","        Guinea-Bissau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-GUY-TST.A","        Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-HTI-TST.A","        Haiti","41","47.25","53.5","63","66","67","53","46.5","40","26.5","13","34","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-3-HITZ-TST.A","        Hawaiian Trade Zone","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-3-HND-TST.A","        Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.04569295412","0.00394406518","0.06624111483","0.02251027251","0.04469756819","0.2392","0.04519","0.03252","0.01984","0.1929","0.00014","0.61271","0.82261","1.03252","0.71121","0.58291","0.81339","10.31659","12.34587","33.08371","30.03782","25.74867","20.31229","27.57641",""
"INTL.7-3-HKG-TST.A","        Hong Kong","25.52623","81.25689","1604.25987","3794.68592","4941.01698","6109.55851","7067.60156","8828.53735","10214.91875","10943.11445","9843.83886","10623.09473","11260.7113","13041.12933","9316.00809","10041.21983","7464.06768","6296.8886","7828.41355","7047.09636","6715.52111","8855.56932","9609.8402","11768.89116","11785.46111","11932.61637","12570.27262","13515.92239","12505.85796","13593.45456","11380.59207","13810.72344","13614.35549","14298.62077886","15199.63905207","12328.7641488","12303.07260963","11577.10557",""
"INTL.7-3-HUN-TST.A","        Hungary","1751.57059","1801.17454","1813.29995","1671.10196","1435.20762","2659.87403","2676.40868","2275.16784","2439.41203","2573.89385","1943.37253","4068.62621","2448.23051","2785.53737","2819.70898","2435.00279","2535.313","2700.6595","2071.24049","1984.158","2084.46821","1618.19108","1190.4948","1546.54093","1897.07551","2373.27343","2681.92023","2923.32612","3024.73864","1892.66627","2269.65629","2069.03587","1968.72566","1735.03594","1725.1443120961","1760.38907","1721.80822","1929.74794274462","1951.3151376225096"
"INTL.7-3-ISL-TST.A","        Iceland","13.22772","26.45544","27.55775","40.78547","60.62705","76.05939","81.57094","66.1386","73.85477","78.26401","71.65015","66.1386","55.1155","58.42243","78.26401","71.65015","72.75246","63.93398","77.1617","66.1386","111.33331","108.02638","108.02638","93.69635","114.64024","128.97027","119.04948","154.3234","111.33331","126.76565","116.84486","122.35641","114.64024","137.90891612003","110.34309610852","127.86796","136.68644","134.48197982","140.213832"
