"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?pa=000000000000000000000000000000000000000000000000000000004&c=ruvvvvvfvtvnvv1urvvvvfvvvvvvfvvvou20evvvvvvvvvnvvuvs&ct=0&tl_id=4701-A&vs=INTL.4701-34-AFG-BDOLPPP.A&cy=2015&vo=0&v=T&end=2017"
"Sat Aug 25 2018 02:26:42 GMT-0700 (Pacific Daylight Time)"
"Source: U.S. Energy Information Administration"
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"","Niger","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,7.05331,7.11918,7.02775,7.20374,6.73431,6.83192,7.10551,7.29066,7.53994,7.74758,8.55505,8.50639,8.3865,8.9823,9.25169,9.74203,9.75177,10.1906,10.7817,11.1209,12.1871,12.1003,13.113,13.4161,15.001,15.7913,16.9803,17.6524,18.5413,19.5147
"","Nigeria","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,278.84,284.192,317.661,318.799,333.563,326.775,320.844,320.611,334.064,343.875,352.752,354.812,372.609,394.659,455.157,488.598,533.796,568.165,602.593,642.31,685.759,740.873,800.185,842.658,878.303,936.898,996.013,1022.43,1005.9,1014.01
"","Niue","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Northern Mariana Islands","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Norway","Billion $2010 PPP",139.7652,141.9136,142.2349,147.4871,156.7018,165.8711,172.7478,175.6984,174.8046,176.611,180.0143,185.5848,192.2398,197.633,207.5261,216.2898,227.2099,239.1601,245.4979,250.3765,258.4294,263.6729,267.4257,270.0831,280.7507,288.4632,295.5199,304.1565,304.9008,301.0399,302.3737,305.6764,313.4115,317.011,323.7434,329.6507,332.8967,339.6089
"","Oman","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,54.8927,56.5303,61.268,64.9673,70.4863,74.8171,77.6941,81.4461,83.8039,88.9807,91.3862,91.6888,97.6958,102.075,100.952,98.2572,99.5268,102.005,107.485,112.271,121.477,128.902,135.094,133.599,146.066,152.454,156.65,164.072,172.904,173.221
"","Pakistan","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,278.304,292.108,305.132,321.774,346.984,351.349,364.48,382.568,401.109,405.178,415.511,430.719,456.011,464.981,479.451,502.109,539.68,588.026,622.239,656.69,689.447,691.934,709.789,735.51,763.729,791.858,823.955,857.39,896.515,944.688
"","Palestinian Territories","Billion $2010 PPP",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.06571,5.79184,6.27144,5.73488,5.2009,4.55139,5.1893,5.72602,6.34435,6.09685,6.49871,6.89379,7.49094,8.09767,9.10287,9.67487,9.88941,9.87145,10.2099,10.6906,11.0263
"","Panama","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,17.2633,17.5477,18.978,20.7612,22.4533,23.6759,24.3694,24.7623,26.6014,28.3188,30.4141,31.5764,32.4585,32.6308,33.3842,34.7733,37.3997,40.0799,43.4944,48.7524,53.5572,54.2229,57.383,63.8752,70.1215,74.9621,78.7603,83.1518,87.3,91.976
"","Papua New Guinea","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,8.87512,8.74841,8.48632,9.29496,10.5822,12.5084,13.2517,12.8127,13.6579,12.7914,13.3903,13.6387,13.304,13.2983,13.5652,14.1602,14.2405,14.8001,15.1395,16.2516,16.3833,17.3814,19.329,19.9952,20.7948,21.5509,23.1354,24.6669,25.2937,25.8502
"","Paraguay","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,22.4606,23.9145,24.9505,25.7865,26.1774,27.4939,28.9748,30.9428,31.4375,32.7632,32.8104,32.3848,31.6048,31.3394,31.3501,32.6977,33.9823,34.7661,36.4154,38.4225,40.7965,39.2021,44.351,46.2216,45.6779,52.0945,54.5286,56.121,58.4049,60.6476
"","Peru","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,134.352,117.582,111.967,114.216,113.518,119.409,133.988,143.853,147.822,157.402,156.913,159.248,163.619,164.603,173.591,180.804,189.658,201.444,216.532,234.909,256.509,259.356,281.221,299.435,317.236,335.678,343.954,355.268,369.674,378.942
"","Philippines","Billion $2010 PPP",208.7416,213.1769,220.8925,225.0333,208.5528,193.3146,199.9197,208.5394,222.6214,236.4356,243.616,242.2072,243.0249,248.168,259.0567,271.1771,287.0298,301.9134,300.1722,309.4231,323.0725,332.4223,344.542,361.6671,385.8898,404.3266,425.5248,453.681,472.522,477.947,514.424,533.252,568.894,609.081,646.51,685.732,732.88,781.869
"","Poland","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,429.875,380.0841,353.4195,362.3073,375.8518,395.7444,422.847,449.233,480.502,503.86,526.184,552.293,559.333,566.504,587.048,616.554,638.095,677.469,726.299,755.044,773.293,801.717,842.12,855.357,866.954,895.463,928.606,955.753,1000.684
"","Portugal","Billion $2010 PPP",155.0448,155.0448,155.0448,155.0448,155.0448,155.0448,158.6615,167.5107,171.7702,181.1012,189.7418,194.3686,198.0558,195.3335,200.1639,213.111,220.5629,230.3255,241.362,250.7467,260.2438,265.3011,267.3408,264.8433,269.6411,271.7087,275.9284,282.8046,283.3682,274.9291,280.1492,275.0313,263.9523,260.9693,263.3001,268.0975,272.4393,279.7404
"","Puerto Rico","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,39.999,41.9736,43.5599,44.5603,46.5942,48.7597,50.8001,53.1104,54.3412,56.9938,60.1466,63.3849,65.4583,69.5918,70.2302,70.2632,72.3957,70.9573,69.9572,69.1438,67.8686,66.5435,66.2685,66.031,66.0503,65.8476,65.0638,64.3398,62.6631,60.4699
"","Qatar","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,29.999,31.8655,32.9537,32.4061,36.0777,35.5996,36.1046,36.9708,38.5883,50.1692,55.7971,58.1876,62.8593,65.3097,70.0003,72.604,86.5579,93.0433,117.393,138.507,162.972,182.458,218.206,247.392,258.987,270.41,281.169,291.453,297.664,302.367
"","Reunion","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,7.80739,7.61064,9.50569,9.73383,10.8532,9.85364,10.0014,10.6615,10.8854,11.5059,12.0352,12.8054,13.6385,14.1163,14.8264,15.3288,16.0544,16.8055,17.4694,18.4632,18.7005,18.1083,18.1477,18.7102,18.72,18.8594,19.4355,19.9797,20.5991,21.2602
"","Romania","Billion $2010 PPP",243.9948,245.8344,255.6509,271.2411,287.2771,286.9957,293.8849,296.2481,294.7998,277.7169,262.2,228.3803,208.2314,211.3204,219.5644,225.0311,233.3723,223.4534,218.0802,216.8172,221.8887,233.3246,245.1858,258.6327,279.5026,291.9273,315.3135,336.9416,365.375,343.5727,334.2775,340.9281,345.3731,356.7884,369.2177,383.6204,402.0576,429.298
"","Russia","Billion $2010 PPP",--,--,--,--,--,--,--,--,--,--,--,--,2448.227,2235.434,1949.279,1868.466,1801.303,1826.441,1728.503,1839.227,2024.136,2127.093,2228.093,2391.783,2562.63,2726.574,2949.275,3201.423,3368.983,3105.919,3245.927,3377.6,3500.474,3562.774,3589.136,3487.728,3483.861,3537.712
"","Rwanda","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,6.28173,6.27944,6.12877,5.97467,6.32555,5.81263,2.8919,3.91054,4.40896,5.0196,5.46427,5.6976,6.17377,6.69919,7.58257,7.75005,8.32473,9.1063,9.94699,10.7121,11.9075,12.6562,13.579,14.6364,15.9303,16.679,17.9499,19.5426,20.7018,21.9646
"","Saint Helena","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Saint Kitts and Nevis","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,0.550191,0.583348,0.601545,0.615202,0.634134,0.668493,0.704622,0.729013,0.772004,0.828567,0.837048,0.870054,0.926517,0.97714,1.00237,0.966134,1.00098,1.08878,1.10851,1.10655,1.17617,1.14065,1.115,1.14175,1.13489,1.20934,1.27126,1.33329,1.37529,1.41174
"","Saint Lucia","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,1.20963,1.2987,1.33701,1.34488,1.44301,1.4469,1.47211,1.48877,1.59349,1.58797,1.68903,1.72757,1.72131,1.65758,1.65737,1.73702,1.87811,1.84656,2.00052,1.98887,2.05823,2.07154,2.05,2.07545,2.04229,2.03347,2.04103,2.08032,2.09485,2.12438
"","Saint Pierre and Miquelon","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Saint Vincent/Grenadines","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,0.533806,0.550022,0.586702,0.594914,0.636179,0.647551,0.628719,0.680747,0.688726,0.710317,0.751141,0.77816,0.793767,0.806956,0.857969,0.923945,0.962347,0.986289,1.06212,1.04532,1.11501,1.09161,1.055,1.05058,1.06508,1.0846,1.09804,1.11309,1.13379,1.14513
"","Samoa","Billion $2010 PPP",0.479545,0.436096,0.431805,0.433951,0.442533,0.46828,0.490273,0.492955,0.506901,0.536404,0.502074,0.489736,0.51012,0.518702,0.551959,0.587898,0.630811,0.635638,0.642612,0.638857,0.671041,0.720926,0.761693,0.801387,0.826062,0.880775,0.899549,0.90384,0.936024,0.879165,0.862,0.909741,0.914031,0.89633,0.907058,0.922078,0.987519,1.01166
"","Sao Tome and Principe","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,0.230972,0.238214,0.233086,0.235885,0.237536,0.240149,0.245432,0.250341,0.254096,0.256628,0.263043,0.26962,0.270828,0.279128,0.284719,0.304547,0.316218,0.33865,0.36952,0.381542,0.412776,0.422791,0.451,0.470836,0.485629,0.509011,0.54215,0.562933,0.563598,0.597809
"","Saudi Arabia","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,591.006,588.032,677.375,779.035,810.099,799.051,803.516,805.22,826.457,835.579,859.755,827.4,873.945,863.364,839.024,933.348,1007.63,1063.79,1093.45,1113.65,1183.25,1158.89,1217.29,1338.98,1411.44,1449.53,1502.48,1564.18,1590.31,1576.69
"","Senegal","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,13.2124,13.7379,13.6451,13.9939,14.1678,14.352,14.3496,15.1192,15.4234,15.9052,16.8434,17.9125,18.4855,19.3323,19.4589,20.7594,21.9782,23.2139,23.7853,24.96,25.8791,26.5062,27.614,28.1003,29.3399,30.3537,31.5906,33.6304,35.8977,38.188
"","Serbia","Billion $2010 PPP",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81.2128,85.9952,90.6103,87.7869,88.3,89.5375,88.6284,90.9077,89.243,89.9191,92.4345,94.1606
"","Seychelles","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,0.787232,0.86822,0.932944,0.958534,1.0277,1.09126,1.08243,1.07571,1.09592,1.26117,1.40277,1.42992,1.42814,1.39625,1.41389,1.32439,1.29764,1.41451,1.54753,1.70877,1.6722,1.65368,1.752,1.84624,1.91417,2.02936,2.12131,2.22684,2.25957,2.37111
"","Sierra Leone","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,6.65047,6.87619,7.12662,6.55702,5.92451,5.92773,6.1352,5.52015,4.15189,3.42133,3.39267,3.11713,3.23581,3.82375,4.83381,5.28374,5.63149,5.88519,6.13378,6.62806,6.98596,7.20858,7.594,8.07333,9.29872,11.2256,11.7379,9.31988,9.88839,10.4421
"","Singapore","Billion $2010 PPP",48.7454,53.9531,57.8229,62.7613,68.2845,67.8154,68.7158,76.1075,84.5669,93.17859,102.5377,109.3944,117.1479,130.6637,144.9393,155.1256,166.8096,180.64,176.6202,187.3857,204.0584,202.1152,210.6277,219.9697,240.975,259.0219,281.9718,307.6637,313.1635,311.274,358.7134,381.494,397.0722,417.366,433.576,443.294,453.919,470.344
"","Slovakia","Billion $2010 PPP",--,--,--,--,--,--,--,--,--,--,--,--,--,60.4485,64.1998,68.9801,73.6409,78.10891,81.2428,81.0762,82.0575,84.7786,88.6132,93.4145,98.327,104.9654,113.8379,126.1322,133.2328,126.0081,132.3612,136.0925,138.3479,140.4103,144.2719,149.8267,154.808,160.0717
"","Slovenia","Billion $2010 PPP",--,--,--,--,--,--,--,--,--,--,--,--,29.9174,30.7682,32.4069,36.0342,37.2129,39.1326,40.3372,42.4105,44.3192,45.7811,47.4732,48.7557,50.5749,52.8638,56.0276,59.976,61.6831,56.8022,57.427,57.9619,56.4827,55.9041,57.4634,58.6054,60.5069,63.7596
"","Solomon Islands","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,0.38948,0.416191,0.444166,0.455496,0.507255,0.515845,0.557524,0.613232,0.623098,0.61234,0.631895,0.622093,0.533672,0.491161,0.477625,0.508598,0.549779,0.620421,0.645234,0.752127,0.779991,0.78181,0.865,0.920427,0.944715,0.97325,0.992514,1.01052,1.04329,1.07459
"","Somalia","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,5.96149,5.95101,5.8558,5.79724,5.10157,5.10157,4.03026,4.03026,4.18743,4.07427,4.17598,4.30961,4.4389,4.57207,4.73209,4.89771,5.04464,5.19598,5.32069,5.45902,5.60096,5.74658,5.896,6.04929,6.20657,6.36794,6.53351,6.70338,6.87767,7.00147
"","South Africa","Billion $2010 PPP",307.2089,323.6777,322.4368,316.4828,332.6207,328.5909,328.6497,335.5536,349.6472,358.0207,356.8828,353.2489,345.6999,349.9641,361.2823,372.5387,388.5829,398.8682,400.931,410.387,427.436,439.129,455.236,468.66,490.004,515.863,544.77,573.974,592.29,583.178,600.905,620.641,634.377,650.144,662.151,670.623,674.416,683.318
"","South Sudan","Billion $2010 PPP",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NA,NA,NA,NA,NA,NA
"","Spain","Billion $2010 PPP",682.915,681.998,690.502,702.722,715.261,731.869,755.679,797.609,838.231,878.688,911.94,935.135,943.835,934.107,956.353,987.044,1013.4,1050.832,1096.067,1145.213,1205.809,1254.014,1290.129,1331.277,1373.399,1424.534,1484.002,1539.943,1557.135,1501.498,1501.721,1486.743,1443.193,1418.565,1438.123,1487.53,1536.262,1583.116
"","Sri Lanka","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,52.7871,53.7454,57.2806,63.3835,61.3347,65.942,71.3022,75.6445,84.8529,93.6943,91.9189,94.6502,102.559,100.557,104.403,110.673,116.625,123.959,133.305,142.394,150.969,156.268,168.799,182.986,199.719,206.501,216.745,227.599,237.77,245.63
"","Sudan","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,49.0356,53.4152,50.4933,54.2859,57.8567,60.5001,61.1088,64.7735,68.6076,75.8572,79.1255,81.5816,86.7587,92.3983,98.337,105.943,110.057,118.3,130.206,145.208,156.537,161.612,167.219,163.929,164.784,172.025,176.635,185.3,194.009,200.606
"","Suriname","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,4.16018,4.34844,4.17791,4.29253,4.30867,4.0199,4.15617,4.15653,4.19965,4.44068,4.54417,4.48038,4.57289,4.76437,4.89668,5.20434,5.62065,5.84117,6.17787,6.49287,6.76229,6.96625,7.326,7.75435,7.96348,8.19688,8.2177,8.00412,7.59277,7.56999
"","Swaziland","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,3.36691,3.80162,4.60065,4.68163,4.83267,4.98278,5.1024,5.34863,5.55412,5.72646,5.87558,6.04896,6.15543,6.22035,6.49281,6.74475,6.98917,7.40844,7.85236,8.20064,8.26803,8.39742,8.716,8.91187,9.33235,9.93156,10.1233,10.1629,10.302,10.4978
"","Sweden","Billion $2010 PPP",208.568,210.9248,213.5788,217.9383,227.6203,232.9588,239.88,247.5351,253.076,259.5755,261.8972,259.2611,256.6121,249.2568,259.0315,270.0156,274.1798,282.7186,294.3965,306.9825,321.9722,327.4892,334.3115,342.7356,355.7939,365.8006,383.862,397.4141,394.5597,374.368,395.7017,406.514,406.665,411.63,422.78,440.849,454.091,465.631
"","Switzerland","Billion $2010 PPP",246.4128,250.3586,247.0804,248.6593,256.1402,265.5498,270.4853,274.7738,283.7799,296.0698,306.9493,304.1382,304.005,303.6221,307.4774,308.956,310.6244,317.8934,327.3981,332.9465,346.054,350.5958,351.1658,351.305,361.0578,372.3058,387.1557,403.0753,411.761,402.61,414.7,421.72,425.962,433.85,444.477,449.929,456.118,461.075
"","Syria","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,54.7329,45.4162,47.4995,51.2526,58.1564,61.1684,65.5804,70.1884,77.0849,80.9576,86.4508,83.3786,83.942,87.1262,93.973,94.5283,101.053,107.334,112.75,119.148,124.482,131.842,136.377,127.785,99.1614,74.5694,74.8676,70.8996,68.489,65.0646
"","Taiwan","Billion $2010 PPP",141.1167,151.1468,158.3984,172.7231,190.079,199.2162,222.1571,250.3766,270.4529,294.1158,310.7201,336.6946,364.6173,389.4198,418.6022,445.818,473.348,502.283,523.435,558.594,594.46,586.969,619.691,645.226,687.204,724.423,765.159,815.024,820.764,807.906,893.794,927.8,946.946,967.802,1006.717,1014.834,1029.15,1058.937
"","Tajikistan","Billion $2010 PPP",--,--,--,--,--,--,--,--,--,--,--,--,12.5921,10.527,8.28476,7.25745,6.04094,6.14277,6.46744,6.70653,7.263,7.95686,8.81841,9.79815,10.8042,11.5302,12.2905,13.2267,14.2292,14.8016,15.769,16.1492,17.3678,18.658,19.9054,21.0935,22.549,24.15
"","Tanzania","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,32.1537,33.3642,35.7147,36.4547,36.6677,37.1099,37.6916,39.0371,40.8111,42.2498,43.8167,45.9376,48.2041,51.0953,54.7555,58.5261,63.1077,68.2657,71.4473,77.4948,81.8087,86.2119,91.694,98.942,104.029,111.584,119.356,127.663,136.562,146.257
"","Thailand","Billion $2010 PPP",173.0973,183.3191,193.1332,203.9186,215.6418,225.6714,238.184,260.8739,295.52,331.5391,368.5394,400.0842,432.428,468.118,505.553,546.605,577.5,561.598,518.728,542.445,566.615,586.131,622.171,666.902,708.844,738.53,775.219,817.353,831.457,825.714,887.755,895.212,960.05,985.851,995.555,1025.624,1059.29,1100.74
"","Timor-Leste (East Timor)","Billion $2010 PPP",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.19745,2.77895,4.24229,6.80965,6.78219,7.59998,7.0955,7.002,7.83575,8.2103,7.31137,5.40716,6.53651,6.86333,6.93196
"","Togo","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,5.19237,5.40526,5.72402,5.73698,5.54884,4.6428,5.28975,5.64791,6.0807,6.3123,6.16753,6.32921,6.26824,6.31985,6.56169,7.00265,6.93412,6.61055,6.78573,6.706,6.97839,7.36487,7.814,8.31403,8.85806,9.3995,9.956,10.5278,11.0541,11.5626
"","Tonga","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,0.309281,0.310487,0.30414,0.323651,0.324466,0.336595,0.353265,0.367532,0.367381,0.364454,0.375361,0.391434,0.403723,0.416466,0.431379,0.440464,0.438929,0.445868,0.442245,0.423823,0.436964,0.447034,0.463,0.475895,0.480132,0.465149,0.47479,0.49238,0.508993,0.523245
"","Trinidad and Tobago","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,14.6232,14.5027,14.7208,15.1159,14.8668,14.6515,15.1734,15.7737,16.8847,18.1835,19.6666,21.2358,22.7016,23.6491,25.5246,29.2106,31.5329,33.491,38.0171,39.7168,41.0639,39.2605,40.565,40.4459,40.969,41.8951,41.4697,41.5435,40.6012,39.3295
"","Tunisia","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,41.2362,41.9565,45.292,47.0604,50.7338,51.8448,53.4927,54.7506,58.6631,61.855,64.814,68.7382,71.9757,74.708,75.6961,79.2556,84.1979,87.1334,91.7029,97.8558,102.003,105.107,108.797,106.711,110.977,114.167,117.391,118.74,120.129,122.478
"","Turkey","Billion $2010 PPP",363.2344,380.8701,394.4398,414.0397,441.8289,460.5712,492.8806,539.626,552.149,553.753,605.064,609.421,640.11,689.087,656.92,708.673,760.971,818.634,818.053,790.327,842.805,792.554,843.517,890.825,976.738,1064.741,1140.441,1197.809,1207.935,1151.108,1248.807,1387.593,1454.057,1577.526,1659.032,1760,1816.035,1950.759
"","Turkmenistan","Billion $2010 PPP",--,--,--,--,--,--,--,--,--,--,--,--,24.3467,24.7119,20.4368,18.9653,20.236,17.9291,19.2021,22.3704,23.5939,24.6188,24.6821,25.4889,26.7635,30.2535,33.5714,37.2842,42.765,45.3736,49.548,56.8315,63.1399,69.5801,76.7469,81.7354,86.803,92.4287
"","Turks and Caicos Islands","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","U.S. Pacific Islands","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","U.S. Territories","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Uganda","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,13.1342,13.9698,14.8742,15.7003,16.237,17.589,18.7153,20.8719,22.7654,23.9265,25.1001,27.1217,27.9738,29.4239,31.9934,34.0644,36.3833,38.6873,42.8596,46.4651,50.5116,54.5139,58.594,63.0904,64.566,67.1036,70.8615,74.8392,77.0615,81.9661
"","Ukraine","Billion $2010 PPP",--,--,--,--,--,--,--,--,--,--,--,--,441.311,378.645,291.935,256.319,230.687,223.766,219.515,219.076,232.001,252.418,265.668,290.948,326.179,335.955,360.95,388.359,397.307,338.67,351.656,370.876,371.761,371.662,347.308,313.366,321.015,329.119
"","United Arab Emirates","Billion $2010 PPP",195.583,201.223,184.484,179.676,187.689,183.059,144.239,149.403,149.047,171.84,201.935,203.538,209.057,213.656,228.391,243.665,257.794,278.908,279.722,287.84,319.079,323.543,331.416,360.583,395.078,414.259,455.011,469.501,484.487,459.085,466.593,498.929,521.304,547.648,571.737,600.694,618.645,623.535
"","United Kingdom","Billion $2010 PPP",1129.615,1120.903,1143.438,1191.712,1218.839,1269.976,1309.862,1379.293,1458.716,1496.187,1507.249,1490.85,1496.382,1534.186,1593.942,1633.079,1674.481,1746.367,1804.718,1862.718,1927.047,1981.79,2031.328,2099.164,2148.449,2216.098,2272.566,2330.412,2322.352,2223.732,2261.784,2298.986,2332.254,2379.98,2450.13,2507.685,2552.556,2594.828
"","United States","Billion $2010 PPP",6529.19,6698.59,6570.56,6874.97,7374.02,7686.57,7956.52,8231.95,8578.02,8893.72,9064.42,9057.75,9379.74,9637.32,10000,10300,10700,11200,11700,12200,12700,12800,13100,13400,13900,14400,14800,15100,15000,14600,15000,15200,15500,15800,16200,16700,16900,17300
"","Uruguay","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,30.5553,30.8926,30.9844,32.0809,34.6255,35.5456,38.1338,37.5818,39.6781,41.6809,43.5645,42.7197,41.8952,40.2847,37.1699,37.4692,39.3442,42.2794,44.0122,46.8913,50.2562,52.3889,56.477,59.3924,61.4938,64.3456,66.4296,66.6759,67.8026,69.6039
"","Uzbekistan","Billion $2010 PPP",--,--,--,--,--,--,--,--,--,--,--,--,54.5623,53.251,50.5089,50.0526,50.9029,53.55,55.8527,58.2543,60.4681,63.0077,65.528,68.2801,73.5377,78.6853,84.4294,92.8057,101.158,109.352,118.647,128.495,139.031,150.154,161.855,174.803,188.438,198.425
"","Vanuatu","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,0.278815,0.288374,0.302148,0.338792,0.336325,0.351461,0.360404,0.377261,0.386923,0.396097,0.404552,0.407751,0.428999,0.4202,0.413142,0.424034,0.440941,0.464324,0.503629,0.529674,0.563842,0.58251,0.592,0.599252,0.609767,0.621775,0.636102,0.646307,0.672159,0.699213
"","Venezuela","Billion $2010 PPP",258.9638,258.0243,252.6807,247.243,253.5572,254.0474,270.5867,280.2783,296.5942,271.1765,288.716,316.8077,336.0079,336.933,329.0167,342.0184,341.3418,353.8846,354.925,333.7345,346.039,357.7844,326.1002,300.8102,355.8183,392.5318,431.2823,469.035,493.791,477.977,470.86,490.526,518.123,525.082,504.633,475.87,428.02,388.7047
"","Vietnam","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,86.5764,90.6259,95.2427,100.775,109.543,118.391,128.85,141.142,154.325,166.906,176.527,184.954,197.507,211.125,226.073,242.669,261.573,281.322,300.952,322.409,340.663,359.051,382.114,405.959,427.261,450.427,477.379,509.264,540.894,577.741
"","Virgin Islands,  U.S.","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,1.15718,1.15118,1.14521,1.13928,1.1324,1.2547,1.13956,1.10884,1.11996,1.05871,1.11205,1.09546,1.27882,1.31962,2.19978,2.12977,2.14438,2.15041,2.23629,2.33327,2.35524,2.19882,2.2187,2.03768,1.73164,1.63119,1.6155,1.61864,1.63433,1.61636
"","Virgin Islands, British","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,0.256273,0.278409,0.250632,0.225627,0.272142,0.353741,0.448023,0.55623,0.599664,0.662713,0.731366,0.80142,0.869945,0.910077,0.879594,0.769095,0.797843,0.912215,0.924575,0.931076,0.92549,0.961642,0.974143,0.958804,0.91436,0.911427,0.909013,0.899022,0.886002,0.838819
"","Wake Island","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Western Sahara","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Yemen","Billion $2010 PPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3999,32.5007,34.093,35.48,36.2477,42.2845,50.9635,53.6293,56.1753,58.7096,63.1788,66.9274,70.3037,74.3511,77.7977,81.7958,85.5916,88.566,92.1213,96.0802,103.59,84.1583,85.9985,89.0859,79.6362,56.3751,50.8621,43.7414
