"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?pa=000000000000000000000000000000000000000000000000000000002&c=ruvvvvvfvtvnvv1urvvvvfvvvvvvfvvvou20evvvvvvvvvnvvuvs&ct=0&tl_id=47-A&vs=INTL.47-33-AFG-MBTUPP.A&cy=2015&vo=0&v=T&end=2015"
"Sat Aug 25 2018 02:08:32 GMT-0700 (Pacific Daylight Time)"
"Source: U.S. Energy Information Administration"
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"","Sao Tome and Principe","MMBTU/Person",5.71,5.6,5.6,5.3,5.42,5.48,5.29,5.29,5.17,5.1,9.21,9.31,9.1,8.91,8.73,8.56,8.4,8.24,8.01,8.02,7.95,7.33,7.3,7.2,6.96,6.68,13.04,6.73,12.44,12.1,11.72,11.5,11.24,10.99,11.01,10.87
"","Saudi Arabia","MMBTU/Person",170.83,194.15,176.89,179.77,197.37,205.55,218.21,212.75,211.26,199.18,205.06,208.18,211.86,212.5,213.75,204.24,214.48,223.34,227.73,226.08,245.62,247.54,250.15,254.32,270.3,278.87,282,282.84,303.25,300.25,319.34,321.12,337.07,327.34,329.94,337.71
"","Senegal","MMBTU/Person",6.62,6.24,6.22,5.71,6.66,6.32,5.97,5.93,4.91,4.9,4.83,4.29,5.04,5.09,6.05,6.34,6.18,5.49,5.78,6.16,6.53,6.27,6.39,6.44,7.13,7.44,7.4,7.49,7.41,6.83,7.21,7.26,6.85,6.85,7.47,7.53
"","Serbia","MMBTU/Person",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,93.35,96.96,97.17,93.94,96.24,99.58,95.62,103.08,91.12,102.49
"","Seychelles","MMBTU/Person",0,0,0,0,0,0,0,0,85.34,99.34,84.96,97.44,95.82,94.25,92.73,91.26,90.21,101.93,100.79,99.67,98.58,96.77,142.54,140.01,137.57,135.22,179.22,144.75,166.04,176.07,153.16,152.39,151.61,140.79,135.64,137.15
"","Sierra Leone","MMBTU/Person",3.27,3.19,3.11,3.03,2.96,3.16,3.33,3.5,3.65,3.56,3.48,3.72,2.56,2.56,2.57,2.81,2.77,2.73,2.7,2.66,2.88,2.96,2.83,2.71,3.15,1.27,1.73,1.37,1.46,1.56,1.58,1.58,1.49,2.31,2.25,2.27
"","Singapore","MMBTU/Person",182.98,182.72,185.09,181.62,188.04,181.98,209.27,228.14,237.53,249.76,263.8,274.37,301.51,328.33,342.72,337.65,369.43,383.31,382.97,376.39,378.86,391.68,383.54,411.2,456.65,508.09,540.16,558.54,534.48,519.05,567.31,584.87,583.29,582.17,610.79,621.6
"","Slovakia","MMBTU/Person",--,--,--,--,--,--,--,--,--,--,--,--,--,145.54,138.97,149.53,145.85,143.5,142.94,142.16,145.49,153.77,154.73,150.66,148.08,151.94,149.99,145.4,147.61,133.3,141.03,135.99,130.53,133.51,124.11,127.17
"","Slovenia","MMBTU/Person",--,--,--,--,--,--,--,--,--,--,--,--,111.86,120.34,124.41,139.56,154.61,144.03,146.14,146.28,144.06,149.16,150.9,148.74,156.19,157.12,157.5,156.68,167.36,150.52,151.42,147.96,144.39,132.77,135.74,125.36
"","Solomon Islands","MMBTU/Person",4.34,8.38,8.11,7.85,7.61,7.39,7.17,6.96,6.77,6.59,6.41,6.22,6.05,5.88,5.72,5.57,5.41,5.26,5.11,4.98,7.27,7.07,6.89,6.71,6.54,6.38,6.23,6.08,5.94,5.81,5.68,5.56,5.44,5.32,5.33,5.56
"","Somalia","MMBTU/Person",2.67,2.95,2.91,2.72,2.83,2.8,2.89,2.13,2.1,2.06,1.89,1.07,1.06,1.06,1.05,1.04,1,0.97,0.94,0.91,1.11,1.08,1.04,1.03,0.99,1.25,1.3,1.08,1.05,0.94,1,0.97,0.94,0.91,0.87,0.86
"","South Africa","MMBTU/Person",87.51,91.17,95.54,95.45,99.98,99.1,98.35,100.27,100.21,97.51,97.99,95.94,93.14,92.91,93.56,96,97.63,104.44,104.46,98.18,99.36,97.37,99.22,103.05,108.59,104.28,107.93,109.75,113.17,105.21,106.63,104.01,106.6,101.26,99.34,88.44
"","South Sudan","MMBTU/Person",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0
"","Spain","MMBTU/Person",82.52,81.38,87.97,89.85,84.56,86.59,87.8,90.23,96.49,99.26,101.04,106.37,105.08,102.11,105.56,108.35,110.43,117.16,122.39,128,136.04,141.06,140.72,145.28,147.71,149.38,148.18,148.79,142.14,131.3,133.92,131.14,128.58,121.18,119.45,119.47
"","Sri Lanka","MMBTU/Person",5.87,5.85,5.91,5.7,6.62,5.86,5.75,6.04,5.84,5.55,6.09,6.01,6.03,7.03,7.52,8.03,7.97,8.71,9.02,9.65,10.08,9.82,9.89,10.4,10.28,11.27,11.01,11.41,10.97,10.51,12.09,13.29,13.72,13.68,13.88,15.2
"","Sudan","MMBTU/Person",3.59,3.7,3.91,3.66,3.29,3.58,3.85,3.67,3.77,3.51,3.43,4.44,4.02,3.7,3.25,2.95,2.92,2.87,2.84,2.99,3.97,4.83,4.88,5.22,5.47,5.71,6.22,6.91,7.13,7.1,8.55,8.15,7.71,7.97,7.81,7.89
"","Suriname","MMBTU/Person",110.81,97.81,95.6,66.69,64.54,75.51,68.39,50.19,55.99,75.8,83.88,85.69,82.62,81.42,80.4,77.05,73.97,75.06,74.19,73.73,61.9,63.83,65.29,66.79,68.17,70.57,72.47,71.63,70.85,69.95,92.54,91.02,90.8,87.33,78.41,75.99
"","Swaziland","MMBTU/Person",16.32,15.36,14.31,11.01,12.52,15.91,14.06,15.43,14.55,14.74,14.05,14.18,13.98,13.22,16.73,16.3,14.85,17.22,16.7,16.11,15.31,14.99,15.28,13.61,12.95,13.78,14.08,16.15,16.23,15.88,15.82,15.56,16.32,14.52,14.48,14.19
"","Sweden","MMBTU/Person",248.83,242.13,225.64,229.94,243,258.64,261.65,268.91,262.68,257.25,258.14,256.64,258.51,256.53,255.42,260.18,256.47,261.83,271.06,266.35,255.33,269.35,253.9,241.36,257.22,258.78,246,246.18,240.29,221.79,235.22,227.35,232.77,219.58,217.69,219.45
"","Switzerland","MMBTU/Person",179.51,165,161.35,168.75,164.1,177.82,178.12,177.64,179.2,172.35,174.87,178.6,177.13,174.59,176.21,174.25,170.25,173.07,175.94,183.79,178.63,185.81,174.25,175.11,172.87,167.8,169.81,167.79,169.74,164.02,166.01,154.34,158.56,159.54,151,145.42
"","Syria","MMBTU/Person",30.58,31.11,30.7,33.42,35.75,36.19,34.92,38.22,38.61,39.93,45.24,40.62,40.69,43.78,45.35,42.5,44.18,45.83,48.27,48.34,47.63,45.39,47.75,47.14,47.18,44.42,43.28,44.18,49.42,48.6,48.86,46.1,36.63,30.26,26.08,24.05
"","Taiwan","MMBTU/Person",63.13,59.38,58.46,65.59,74.64,75.86,80.16,84.85,90.61,95.06,99.9,101.99,105.48,114.09,121.65,132.53,140.98,146.19,153.93,159.7,169.53,173.16,179.74,187.45,193.32,195.48,199.94,210.83,202.85,198.75,211.49,208.08,204.47,188.34,193.61,192.24
"","Tajikistan","MMBTU/Person",--,--,--,--,--,--,--,--,--,--,--,--,53.86,46.66,44.82,36.25,39.15,36.81,37.37,39.45,38.45,38.93,38.95,40.73,40.79,41.75,40.11,37.99,28.59,25.12,25.4,24.59,24.8,24.52,25.26,24.36
"","Tanzania","MMBTU/Person",2.1,2.26,2.15,1.96,2,1.96,2.18,1.94,2.03,2.02,2.12,1.89,1.91,1.93,1.71,1.63,1.64,1.5,1.7,1.74,1.69,1.95,2.08,2.04,2.14,2.28,2.3,2.6,2.7,2.75,2.66,2.32,2.28,3.1,3.28,3.86
"","Thailand","MMBTU/Person",10.7,11.25,10.77,11.27,12.29,13.44,13.58,14.64,16.47,19.15,22.1,23.88,25.3,28.65,31.66,35.51,40.56,42.49,39.45,39.95,40.65,42.23,45.72,49.56,52.9,57.42,59.16,60.93,62.46,64.66,66.39,68.76,72,73.37,73.64,73.82
"","Timor-Leste (East Timor)","MMBTU/Person",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.07,2.01,1.95,2.88,4.72,2.79,2.74,2.7,2.64,2.58,5.05,5.19,5.22
"","Togo","MMBTU/Person",3.68,3.21,3.17,2.94,3.52,3.24,2.85,2.5,2.43,2.71,2.63,4.31,3.09,2.56,2.78,2.97,2.76,2.45,2.6,3.61,4.32,3.11,3.92,6,6.04,5.89,5.92,6.72,3.98,4.08,6.23,5.49,5.33,4.8,5.2,5.82
"","Tonga","MMBTU/Person",4.67,6.82,6.35,6.8,6.8,7.06,7.05,10.32,10.56,10.54,10.51,10.49,10.47,10.45,20.86,20.82,20.73,20.64,20.56,20.47,20.39,20.27,20.15,20.03,19.91,19.79,19.67,29.33,29.15,28.98,28.81,28.69,28.56,28.44,28.07,30.07
"","Trinidad and Tobago","MMBTU/Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Tunisia","MMBTU/Person",19.91,21.18,19.69,21.77,23.01,23.05,23.7,21.67,22.39,25.09,24.27,23.25,21.9,24.54,26.26,23.01,24.63,28.38,30.08,29.84,30.71,34.14,34.05,33.19,33.29,35.5,32.67,28.51,34.74,27.88,28.31,26.85,28.92,30.37,32.85,33.43
"","Turkey","MMBTU/Person",23.9,21.43,23.9,24.23,25.3,26.99,29.68,32.2,32.54,33.86,36.5,37.54,38.05,40.97,38.64,42.47,46.04,48.25,48.61,46.48,49.8,44.92,48.13,49.96,52.26,54.8,59.04,62.71,60.66,60.1,62.62,65.6,67.91,67.33,68.04,72.89
"","Turkmenistan","MMBTU/Person",--,--,--,--,--,--,--,--,--,--,--,--,80.69,70.95,67.36,70.62,69.69,70.44,65.55,71.39,88.93,110.15,126.73,162.99,171.35,179.89,179.1,189.13,193.75,181.44,207.27,194.78,262.17,261.91,257.99,341.53
"","Turks and Caicos Islands","MMBTU/Person",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","U.S. Pacific Islands","MMBTU/Person",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","U.S. Territories","MMBTU/Person",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Uganda","MMBTU/Person",1.24,0.91,0.98,0.92,0.96,0.94,0.98,0.87,1.08,1.05,1.12,1.14,1.27,1.22,1.2,1.18,1.18,1.24,1.29,1.25,1.38,1.42,1.4,1.46,1.46,1.45,1.33,1.42,2.11,1.81,1.84,1.77,1.71,1.92,1.98,1.92
"","Ukraine","MMBTU/Person",--,--,--,--,--,--,--,--,--,--,--,--,170.14,164.29,140.08,138.01,126.04,121.15,118.08,117.13,118.55,117.02,121.24,132.6,133.13,132.78,123.58,133.28,130.91,96.83,108.72,120.28,104.12,98.55,87.83,80.14
"","United Arab Emirates","MMBTU/Person",256.14,392.04,350.3,408.28,439.71,572.95,610.82,678.41,700.73,718.43,660.69,754.34,770.17,682.22,640.04,656.23,644.39,648.42,640.21,618.84,662.47,659.61,636.55,609.13,601.54,582.32,530.67,510.98,526.43,469.77,443.79,479.13,470.92,467.98,474.01,481.62
"","United Kingdom","MMBTU/Person",158.29,147.08,144.48,144.59,148.26,153.74,157.7,158.53,158.69,159.27,161.09,165.18,160.6,165.54,164.45,165.14,173.37,167.48,166.96,167.11,165.29,167.39,164.29,164.04,163.9,162.3,159.47,152.59,149.8,140.72,142.52,134.01,136.5,131.75,123.77,124.43
"","United States","MMBTU/Person",343.42,331.52,315.4,311.97,324.81,320.94,319.05,326.15,338.15,342.17,336.83,332.17,332.73,334.5,336.79,340.11,347.16,345.24,342.81,344.72,348.6,335.5,337.02,335.36,340.25,337.45,331.73,333.25,322.84,304.31,313.79,309.42,299.2,305.76,306.86,289.36
"","Uruguay","MMBTU/Person",37.58,35.27,33.31,40.55,39.22,36.04,37.49,39.92,38.83,33.76,43.23,38.19,43.49,43.87,43.16,38.51,39.78,43.34,54.08,48.34,49.35,48.74,50.62,48.9,42.37,47.05,44.64,53.21,54.86,56.36,61.67,60.05,60.13,61.71,63.58,64.27
"","Uzbekistan","MMBTU/Person",--,--,--,--,--,--,--,--,--,--,--,--,78.15,78.52,78.48,81.45,80.73,79.26,76.66,76.18,78.68,81.19,82.18,82.31,86.03,81.52,82.71,81.44,80.44,70.89,68.85,73.75,74.3,64.79,64.8,64.94
"","Vanuatu","MMBTU/Person",17.3,16.88,16.48,8.05,15.73,15.38,15,14.63,14.29,13.96,13.64,6.62,5.91,5.73,5.61,5.47,5.35,5.26,5.16,5.06,5.4,5.27,5.13,5.01,4.89,4.78,4.66,9.09,4.43,8.66,8.67,8.43,8.27,8.08,7.69,8.04
"","Venezuela","MMBTU/Person",103.04,108.95,107.74,101.07,100.22,99.11,104.61,104.02,102.04,105.95,104.81,108.77,106.63,107.77,112.19,111.31,113.52,115.21,119.43,110.14,118.56,120.03,112.26,101.59,112.41,112.13,115.54,103.58,110.52,108.02,109.9,108.18,112.3,106.77,107.21,97.84
"","Vietnam","MMBTU/Person",3.17,3.43,3.59,3.55,3.5,3.44,3.63,4.03,3.96,3.93,4.09,4.41,4.52,4.97,5.62,6.17,7.41,7.54,7.82,8.62,9.17,10.03,11.02,11.8,12.99,14.84,15.51,17.05,18.78,20.82,22.89,24.6,26.42,23.47,24.86,26.06
"","Virgin Islands,  U.S.","MMBTU/Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Virgin Islands, British","MMBTU/Person",0,0,0,0,0,0,0,0,43.17,44.31,42.79,41.59,43.08,42.13,41.51,40.67,44.43,43.55,42.54,41.57,40.54,0,0,0,44.37,43.16,41.83,80.86,78.11,75.61,73.83,72.02,70.48,69.16,83.48,82.61
"","Wake Island","MMBTU/Person",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Western Sahara","MMBTU/Person",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Yemen","MMBTU/Person",11.82,11.58,13.05,11.36,13.89,14.93,13.7,13.05,12.89,13.26,13.27,13.06,12.95,10.13,9.41,9.79,9.66,9.73,10.15,10.31,10.85,11.19,11.92,12.51,12.27,12.49,13.22,11.7,13.93,12.57,15.04,12.3,11.67,12.77,10.95,8.84
"","Zambia","MMBTU/Person",22.62,21.91,21.48,20.67,19.38,18.63,18.03,16.17,16.13,13.44,14.07,13.23,13.18,12.42,11.95,11.14,10.23,10.74,10.27,9.64,9.39,9.64,9.66,9.71,9.8,10.05,10.08,9.92,9.24,9.22,9.4,10.18,10.59,10.85,11.3,10.42
"","Zimbabwe","MMBTU/Person",20.81,20,18.32,18.3,17.39,17.82,18.95,21.05,19.99,20.89,21.47,21.45,19.42,18.43,17.55,17.28,17.61,17.09,17.18,19.32,18.16,16.66,16.53,16.12,13.92,14.62,13.99,13.48,11.3,11.04,12.02,11.44,11.81,12.12,11.62,10.43 
