Report generated on: 09-17-2020 15:54:42
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.5-2-JAM-TBPD.A","        Jamaica","","","","","","","","52.999999999","46.000000001","39.000000001","41","35","31","30.6","33.5","37.6","43.1","45.2","47.3","50.8","51.9","54.1","59.9","62.7","65.8","66.6","68.3","65.97946885245901","67.4818542465754","67.12340712328766","70.09861589041095","68.38988415300535","70.6753413698631","81.10513643835614","82.81140054794511","69.95712459016391","55.92122520547947","51.18504986301376","53.857509041095895","49.92567322404373","53.95170849315071","52.99632219178086","54.021178","58.364083","52.55863","","",""
"INTL.5-2-JPN-TBPD.A","        Japan","4949","4864","4621","4837","4880","4945","5050","4960.3","4848","4582","4395","4666.117486","4436.052055","4502.917808","4567.49315","4849.103825","5057.90959","5304.553424","5362.734245","5442.612021","5356.578081","5620.567124","5656.235616","5694.75683","5656.317808","5465.936986","5600.008219","5468.560109","5366.071233","5274.054794","5384.912328","5277.062842","5298.046576","5167.326026","5003.427397","4751.478142","4330.810959","4401.89589","4413.380824","4675.434427","4516.682193","4282.252055","4163.021919","4030.174865","3932.484933","3786.123288","3651.920548",""
"INTL.5-2-JOR-TBPD.A","        Jordan","","","","","","","","36.999999999","43.999999999","50.000000001","53","56","58","62.1","65.7","61.5","62.4","65.6","62.2","73.1","71.6","81.6","84.9","92.1","88.8","95.3","96.1","101.42353879781429","97.77185643835605","102.37983671232871","105.51912986301379","103.01269617486341","112.03019197479448","105.55899274630141","104.26117532493147","94.06614793989073","98.64279401095894","107.125417689863","131.25799685917806","145.54956354644807","139","153","133","116","128","104.938581","",""
"INTL.5-2-KAZ-TBPD.A","        Kazakhstan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","403","341","298.1","268.8","245.8","216.4","196.7","146.7","165.70582950819676","157.7864635616439","170.64860164383566","175.750290410959","185.99143060109284","201.52568219178082","210.26475835616438","227.68933260273985","260.9683519125683","201.3203287671232","234.41818849315072","270.65618630136976","245.65619506849313","250.78129643835615","248.89434958904104","306","334","318","","",""
"INTL.5-2-KEN-TBPD.A","        Kenya","","","","","","","","41","39","39","37.000000001","36","37.000000001","38.9","34.3","38.4","42.1","41.9","36.8","41","42.1","43.4","46.2","48.4","43.9","51.1","51.6","62.49019999999995","58.42102027397265","56.02761972602743","50.05633315068493","56.03251256830597","62.67850849315067","69.33218958904104","69.33445698630133","70.95700874316944","82.13950356164383","85.03976986301367","87.30881095890398","81.637969398907","87.80027945205477","90.06578630136995","105","114","116","","",""
"INTL.5-2-KIR-TBPD.A","        Kiribati","","","","","","","","0.2","0.2","0.2","0.2","0.1","0.1","0.10347","0.12172","0.12166","0.12172","0.12172","0.123","0.12166","0.12172","0.12172","0.12172","0.12166","0.12172","0.12172","0.1217260273972603","0.23931010928961724","0.20500054794520545","0.299706394520548","0.31285324383561647","0.3350623530054644","0.43739506849315113","0.48507561643835645","0.4452191452054799","0.4959131147540984","0.43410410958904144","0.43127068493150694","0.40000219178082197","0.3939262295081968","0.40051698630136945","0.39943205479452","0.419868","0.44865","0.4511182205254899","","",""
"INTL.5-2-XKS-TBPD.A","        Kosovo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.415956284153005","12.165260273972608","11.432931506849314","13.273369863013704","12.079562841530048","12.143287671232873","11.388739726027401","13.850904109589042","14","14.212997","","",""
"INTL.5-2-KWT-TBPD.A","        Kuwait","","","","","","","","106.000000001","115.999999999","118.000000001","123.000000001","120.000000001","121","118.4","114.3","120.8","124.2","85.2","94.8","120.5","130.5","165.9","172.8","188.8","212.8","238.4","285.7","218.06978142076503","245.28961643835615","276.30342465753426","291.14917808219207","297.71450819672134","332.1441369863007","325.1206575342465","366.2547353424654","395.79107923497287","523.009316736986","476.054677","456.636214","463.600314","480.446234","462.410016","489.308178","472.348202","447.348202","464.485859","",""
"INTL.5-2-KGZ-TBPD.A","        Kyrgyzstan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","32.1","19.4","8.8","11.7","12.3","10.20308","14.00428","11.605126991780821","9.475732240437157","8.690725479452048","10.195475119534613","10.167618630136992","11.027755191256823","13.981081643835617","17.410613698630137","22.646553424657533","25.015566120218548","30.541848767123295","26.677832328767117","28.339585753424664","36.295077260273935","36.24591780821918","32.16053150684932","34.304164","40","35.477972","","",""
"INTL.5-2-LAO-TBPD.A","        Laos","","","","","","","","3","1.2","1.099999999","1.2","1.099999999","1.2","1.5","1.5","1.5","1.7","1.7","2","2","2","2.1","2.2","2.4","2.7","2.7","2.7","7.026615844262292","7.5991486630137","7.78920598630137","8.319568895890411","8.496368980874328","9.206527199999993","11.235068178082193","10.811310112328767","12.284457087431692","13.92746537260274","14.470074364383558","14.937032281095904","16.650892939071078","17.09168426191779","17.731026088767166","20.584793","20.674682","18.366989","","",""
"INTL.5-2-LVA-TBPD.A","        Latvia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","53.969944","52.007002","49.964688","39.378083","41.001921","36.240488","34.959435","32.943379","28.314112","31.7863","32.197261","33.09863","34.204919","35.936986","37.424657","39.819177","38.14754","36.147945","37.441096","34.230138","34.180327","34.682191","34.88767","36.726027","37.685794","38.293151","35.31507","38.421918",""
"INTL.5-2-LBN-TBPD.A","        Lebanon","","","","","","","","44.999999999","42","41.000000001","42.999999999","41.000000001","47.999999999","45.8","47.9","42.8","34.7","33","53.2","55.6","68.3","76.5","82.6","85.8","97.98471","99.58471","104.08471232876713","93.23363387978137","100.22786301369861","100.03536986301368","100.49131506849322","101.2753005464481","96.48679452054796","90.35298630136984","78.86989041095889","105.57841530054641","128.4023287671233","119.80126027397264","124.06328767123294","140.10360655737693","139","148","163","169","178","158.680449","",""
"INTL.5-2-LSO-TBPD.A","        Lesotho","","","","","","","","1.000000001","1.000000001","1.000000001","1.000000001","1.000000001","1.099999998","1.15379","1.15379","0.79067","1.15379","1.15379","1.15379","1.1515","1.14","1.25","1.25","1.25","1.25","1.2","1.2","2.766336065573769","2.7950931506849312","2.854791780821919","2.851436986301371","3.0009445355191255","2.995390410958903","2.9667252054794555","4.348017235616431","3.2039530054644767","3.690692602739727","3.806238356164381","3.9719397260274003","4.258216844262292","4.283781232876708","4.477911967123293","4.487274","4.706652","4.717945","","",""
"INTL.5-2-LBR-TBPD.A","        Liberia","","","","","","","","13.000000001","12","12","12","11","11","8.15717","6.06376","7.9","6.43178","3.83178","2.19695","2.29669","2.53178","2.53178","2.53178","2.63169","2.63178","2.73178","2.731780821917808","3.0802459016393406","3.3057064876712374","3.2640609682191752","3.576742322465751","3.88156184590164","4.5515658082191806","4.681988046575338","4.348017235616431","3.8292058885245903","3.5492057917808246","5.576522575342465","6.233952821917811","6.879731049180326","6.177608926027395","8.088527835616441","8.181291","9.348411","8.327355","","",""
"INTL.5-2-LBY-TBPD.A","        Libya","","","","","","","","100","115","124.000000001","125.000000001","119.999999999","127.999999999","124.8","135.3","142.2","147.4","154.6","165.6","149.1","160","165.9","179.1","187","198.8","187.6","177.6","255.15850382513676","255.71659616438356","263.5980668493151","273.0412569863014","261.0557628415301","275.5820416438354","262.7873106849314","249.98059178082192","259.8765486338797","302.3919035616435","310.3571523287671","189.2807463780822","253.0345205369863","257.515871890411","269.2694779616438","221","204.537103","201","","",""
"INTL.5-2-LTU-TBPD.A","        Lithuania","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","87.279781","75.699146","70.580821","64.454794","67.631693","67.665753","75.457535","60.556164","48.284154","53.147946","52.742466","50.150685","54.549181","58.895891","58.531507","60.830137","63.808742","55.364384","55.753425","53.857535","54.759562","53.09041","52.260274","57.142465","61.661201","64.20822","68.161644","66.81096",""
"INTL.5-2-LUX-TBPD.A","        Luxembourg","","","","","","","","23","22","22","21","20.669399","21.989041","23.824659","26.772603","27.37705","30.161645","33.147946","38.641095","39.748633","39.690411","39.797261","37.495892","38.759563","40.679452","42.495813","45.309588","48.730994","51.452055","52.320548","56.065753","63.253658","65.121078","61.671232","61.231286","61.295082","57.572603","60.068495","61.504111","59.196722","58.482192","56.79452","56.232877","56.177596","59.378082","62.934247","64.312328",""
"INTL.5-2-MAC-TBPD.A","        Macau","","","","","","","","3.199999999","3.100000001","3.3","4.6","5","4.1","5.9","6.39901","6.19543","6.59854","6.87156","6.79569","7","7.7","8.2","8.1869","9.4","9.7","10.4","11","10.79241176753617","11.009094491255283","11.906188203670197","12.295795847333508","14.706690339210226","14.544787455845615","14.920473872663047","13.934017299905229","11.561585328384377","12.6960833290256","9.796641743775316","10.689814511932456","10.986517097982606","10.985719169466703","11.294972489015247","17.409552","17.063316","17.800046","","",""
"INTL.5-2-MDG-TBPD.A","        Madagascar","","","","","","","","8","6.999999999","6","8","8","8.599999999","5.59097","8.28","8.99458","6.39056","6.20998","6.52172","7.12166","7.32172","8.02172","8.42172","8.42166","8.52172","8.52172","8.52172602739726","13.03146830434426","12.680956358958902","9.212340609616446","12.198025360986302","13.328017021666664","12.833428593424657","12.645860857534243","13.382836397260277","14.349256234972685","12.118333315068496","12.867607276712327","13.984242421917802","15.471826483606549","15.076274301369853","16.601174684931504","18.876739","20.684553","17.768029","","",""
"INTL.5-2-MWI-TBPD.A","        Malawi","","","","","","","","3","3.5","2.9","2.4","2.3","2.7","2.5","2.61242","2.6","3.34235","3.54235","4.5","4.5","4.30681","4.6","4.9","4.9","4.9","4.9","4.9","5.256912568306012","4.8348448200000025","4.564453596438357","5.009540090136982","5.289261028961751","4.678956835890412","4.9310924852054825","4.817771958904111","5.8238635819672195","5.145847380547941","6.46735821972603","6.082851838630137","5.978579205737711","6.200251236986309","6.3101101410958895","5.832842","6.831114","5.868899","","",""
"INTL.5-2-MYS-TBPD.A","        Malaysia","","","","","","","","160","165","180","191.999999999","193.999999999","193.999999999","191.9","197.3","202.3","219.3","264.9","282.6","302","336.5","378.9","399.2","436.2","468.7","450.1","453","467.90358797814145","493.24818958904126","500.2278564383556","496.90485260273954","527.9630212240443","520.4215096986301","523.7772361643836","608.18952774137","577.7980518087433","620.7560729468489","594.7757969315073","657.2276580821929","649.3049704918028","726.7857681095894","738.0767112328772","689.084712","708.316803","730","","",""
"INTL.5-2-MDV-TBPD.A","        Maldives","","","","","","","","0.1","0.1","0.1","0.1","0.4","0.4","0.46353","0.46353","0.56336","0.56353","0.68471","0.68471","0.68448","0.8","1.68396","2.28471","2.3","1.9869","2.1869","2.186904109589041","4.643524590163931","3.9126027397260277","4.674109589041091","4.041095890410962","5.338554644808739","4.858928767123288","6.132526027397259","6.344981890410955","6.909379016393439","7.367532273972606","7.448627397260272","8.04144104109589","10.195702185792353","10.824009369863019","14.476339041095887","10.721305","11.483373","11.901991","","",""
"INTL.5-2-MLI-TBPD.A","        Mali","","","","","","","","3.000000002","4","3.000000002","3.000000002","3.000000002","3.299999999","2.4889","2.9","1.60812","3.22438","3.23038","3.2308","3.42431","3.42438","3.42438","3.42438","3.62431","3.62438","3.72438","3.7243835616438354","6.1166120218579225","6.20895890410959","6.298356164383558","6.347999999999996","6.553415300546457","6.7469589041095865","7.945452054794525","9.514027397260278","11.294918032786889","14.299506849315064","14.299506849315064","15.621123287671228","16.581967213114748","17.818630136986283","19.065123287671213","20.607202","20.404723","22.493143","","",""
"INTL.5-2-MLT-TBPD.A","        Malta","","","","","","","","8.7","9.499999999","10","6.799999999","9.4","6.000000001","7.94235","8.7","9.3","9.8","10.5","11.4","12.4","13.2","14.2","15.2","16","17.1","18","20","28.597486338797854","31.388657534246548","30.66005479452059","35.54175342465756","37.18841530054642","31.971013698630138","32.66304109589043","35.47202739726024","36.80743169398904","39.34476712328772","46.61205479452054","44.26361643835616","42.08459016393445","40.01553424657537","40.794027397260315","43.09331506849315","47.225","51.296726","","",""
"INTL.5-2-MTQ-TBPD.A","        Martinique","","","","","","","","4.5","4.5","4.5","4.4","3.9","4.8","5","5.7","6.9","9.6","10.5","8.7","9.5","12.9","12.8","13","13","13.2","13.1","13.1","15.200184893989062","15.261206787945207","15.81631548054794","15.578071246027399","15.559053895081966","15.29775429479452","15.184886901917817","15.710719848767118","15.75270010491803","15.751916729863002","15.691329366575335","16.361304316712324","16.562082718032798","16.74685415013698","17.307173156164374","14.835707","14.964925","17.066994","","",""
"INTL.5-2-MRT-TBPD.A","        Mauritania","","","","","","","","4.2","3.999999999","3.999999999","3.999999999","6.000000001","6.000000001","3.42611","4.72117","6.2","7.15309","6.3","6.6","22","22.5","22.5","22.8","23","23.1","23.2","23.2","8.030744398907109","8.37082375342466","9.061122219178088","9.36110945205479","10.0932274863388","10.424369863013697","10.132357972602742","11.5248226849315","14.165155737704913","13.956463013698635","13.585649315068492","14.774638356164386","16.292038251366122","14.578150684931506","17.43262739726023","17.293887","16.105644","17.149488","","",""
"INTL.5-2-MUS-TBPD.A","        Mauritius","","","","","","","","5.999999999","5.4","5.200000001","5.700000001","5.700000001","5.800000001","7.2","6.2","9.1","10.19589","11.9","12.1","14.4","14.6","14.7","15.5","16","16.2","16.3","16.3","20.608989071038256","20.51350684931507","19.99427397260273","20.378246575342477","21.38745901639345","22.681232876712322","22.724712328767136","22.717260273972602","22.3222131147541","22.115342465753436","23.508493150684924","25.050630136986307","24.866939890710373","24.961780821917806","25.724602739726027","26.22183508219178","28.254344","31","","",""
"INTL.5-2-MEX-TBPD.A","        Mexico","","","","","","","","1270","1399","1476","1350","1394.937157","1476.191782","1523.471232","1576.416439","1598.06011","1714.958904","1591.315069","1712.901369","1712.590163","1811.30137","1978.454794","1827.328768","1824.229507","1863.147945","1983.660274","1976.350687","2062.4153","2036.772603","1952.832877","1951.830137","2020.286885","2068.613699","2075.780822","2135.471234","2125.770492","2058.312327","2094.284933","2120.271234","2102.051912","2090.386301","2039.690411","2006.328767","2052.614755","2019.950685","2015.230138","1889.588128",""
"none","        Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-MDA-TBPD.A","        Moldova","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","56.12112","40.6","22.36353","22.02117","19.6","18.4","15.4","8.6","9.556693989071047","10.555342465753421","11.974438356164377","13.100794520547947","14.234398907103824","14.42234958904109","14.048418630136995","14.596403287671237","15.55092459016394","15.192751780821917","16.72408328767124","17.429993424657535","16.550201643835614","16.364886575342464","17.422794520547946","17.754878","19.002597","18.34347","","",""
"INTL.5-2-MNG-TBPD.A","        Mongolia","","","","","","","","12","12","13.999999999","13.999999999","15","16","16.6","16.8","17.3","16.7","15.7","14.7","13.3","12.7","13.1","11.4","11.8","7.91917","8.42172","8.72172602739726","9.45677595628415","9.615095890410956","10.359753424657528","11.244958904109598","12.288060109289612","12.040493150684926","13.881561643835616","17.06687671232876","18.15510928961749","16.525479452054796","17.355534246575345","21.585589041095922","24.599041095890385","25.62106849315071","24.381369863013674","24.073917","21.073715","27","","",""
"INTL.5-2-MNE-TBPD.A","        Montenegro","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","7.776739726027406","8.209068493150687","8.447540983606556","6.852520547945202","6.523342465753423","6.237753424657529","5.872076502732239","5.680876712328772","5.811945205479457","7.4823","7.467533","8.471013","","",""
"INTL.5-2-MSR-TBPD.A","        Montserrat","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.2","0.08175","0.10292","0.10265","0.10292","0.12117","0.22117","0.22112","0.22117","0.22117","0.32117","0.32112","0.32117","0.32117","0.3211780821917808","0.1958743169398907","0.1964109589041095","0.2810958904109588","0.2810958904109588","0.280327868852459","0.2810958904109588","0.2810958904109588","0.3169041095890409","0.42393442622950794","0.3441860273972604","0.4645301369863016","0.3218356164383557","0.3067374316939892","0.38469041095890427","0.3605468493150686","0.405664","0.23026","0.2979853560895259","","",""
"INTL.5-2-MAR-TBPD.A","        Morocco","","","","","","","","89","85","87.999999999","89","85","89.999999999","93.4","92","99.2","110.9","116.2","118","130.6","135","148.1","141.5","138.1","146.3","144.2","157.5","151.07737377049185","150.95736876712337","153.9910136986302","158.73719671232877","184.01000546448086","199.05505534246566","203.34705424657537","215.72704767123292","228.1699650273224","242.3967353424657","260.8671616438356","281.5006334246575","282.0182054644809","285.1806915068495","280.6292383561644","274","275","293","","",""
"INTL.5-2-MOZ-TBPD.A","        Mozambique","","","","","","","","12.999999999","11.000000001","12.999999999","12.999999999","12","12.999999999","6.68471","6.78471","9.7","8","7","6.92323","6.88448","6.78471","6.48471","7.08471","7.08448","7.28471","7.6","7.9","10.64647540983606","11.309780821917814","10.208657534246576","12.852054794520539","10.967978142076507","11.012876712328769","11.746794520547937","14.905698630136992","13.310983606557373","15.00035616438353","16.100465753424682","18.122328767123275","17.51330601092895","20.308947945205492","22.22512328767121","26","40","42","","",""
"INTL.5-2-NAM-TBPD.A","        Namibia","","","","","","","","--","--","--","--","--","--","--","--","--","--","15.2","6.90516","7","8.6","8.4","8.4","8.9","9.4","10.1","14.8","13.32461748633879","16.300438356164385","14.332328767123283","15.118821917808221","15.493333333333332","16.660164383561636","16.280684931506848","16.928301369863014","18.65333333333331","19.712136986301328","20.96643835616434","21.495041095890407","21.784808743169414","23.343808219178072","24.620082191780856","26.720383","26.718413","27","","",""
"INTL.5-2-NRU-TBPD.A","        Nauru","","","","","","","","0.900000001","0.900000001","0.900000001","0.900000001","0.900000001","0.900000001","0.86131","0.86131","0.86114","0.86131","0.86131","0.86131","0.86114","0.86131","0.86131","0.96131","0.96114","0.96131","0.96131","0.9613150684931507","0.720459016393443","0.6507671232876715","0.6107945205479453","0.5465863013698635","0.5109098360655736","0.5007890410958906","0.3613824657534242","0.3534819178082193","0.3591699453551916","0.3513342465753422","0.3709860273972609","1.075408219178082","0.362842349726776","0.4124904109589049","0.43271205479452096","0.448458","0.465225","0.49656542997230385","","",""
"INTL.5-2-NPL-TBPD.A","        Nepal","","","","","","","","2","2","3.000000002","3.000000002","3.000000002","2.499999999","3.80957","4.20941","4.06338","4.0979","4.00898","5.07866","5.8613","5.9","7","7.2","9.1","11.1","14.3","15.3","14.908715846994546","15.257863013698632","15.138520547945193","15.672410958904123","15.137513661202187","15.798000000000002","14.409863013698613","13.67216438356164","16.729125683060115","19.927013698630105","21.937534246575304","22.8494520547945","24.856338797814203","27.07830136986302","30.021726027397268","25.398985","43.482376","53","","",""
"INTL.5-2-NLD-TBPD.A","        Netherlands","","","","","","","","792.1","731","642","613","590.027323","609.531508","675.369863","690.60822","722.546448","715.378082","781.350685","780.28767","792.557378","796.093152","818.331507","827.323288","843.846996","875.824658","882.194521","896.701371","911.953552","943.282192","972.249315","994.975342","1019.448088","1046.221917","1072.70685","1080.29863","1033.423497","979.712327","985.260275","990.706849","962.724043","939.734247","932.145205","921.315067","937.076503","945.6","931.443835","899.265753",""
"INTL.5-2-NLDA-TBPD.A","        Netherlands Antilles","","","","","","","","109.000000001","99.999999999","95","88.999999999","85","71","69.4","69","65","68.5","67","63.8","62.9","62.9","65.3","69.5","68.5","73","73.9","72.3","85.00318907103824","87.5743736986302","84.84916164383569","84.22556493150687","87.32260327868848","90.81081315068498","91.56963068493151","96.92493260273974","96.44121420765023","92.6176789041096","79.47327342465759","89.87162630136979","83.3509539726028","83.68338191780828","84.519178630137","86.70864986301376","87.3","88.154935","","",""
"INTL.5-2-NCL-TBPD.A","        New Caledonia","","","","","","","","9.999999999","9.999999999","7","6.000000001","7","6.299999999","6.8043","7.30516","6.70515","7.30516","7.71189","8.16614","8.59505","8.5953","8.2953","8.2953","8.69505","8.6953","8.6953","8.695315068493152","10.637663934426232","10.270427397260281","11.45842465753425","12.614712328767123","12.156726775956292","13.89625753424658","13.547460273972607","14.859093150684927","14.732030054644806","14.927761643835627","15.29800821917808","14.549288767123285","15.83722060273224","17.53934810958905","20.48523647123288","18.979059","19.190618","20.93696","","",""
"INTL.5-2-NZL-TBPD.A","        New Zealand","","","","","","","","91.37","85","82","82","84.642077","81.895891","83.380822","90.183562","94.43989","99.098631","106.69863","104.047271","109.448089","109.904109","120.131507","125.358904","125.087432","128.575342","129.372069","131.046575","133.822405","134.882191","140.384093","145.74173","150.273224","152.761645","154.342466","155.739726","157.5847","151.010959","152.29863","152.704108","151.765027","154.512328","156.213699","160.747946","168.363388","176.641095","179.515069","180.630137",""
"INTL.5-2-NIC-TBPD.A","        Nicaragua","","","","","","","","13","13","13","13","11.999999999","14","13.8","13.9","14.2","13.9","13.3","12.7","15.1","15.1","16","17.4","18.5","19.5","22.4","23.8","24.17490163934426","25.63999013698629","25.490467945205463","26.905920000000005","28.04474644808744","27.656869041095884","28.27936986301367","29.775775342465753","28.26403825136612","28.97368876712331","28.96257753424654","31.051009315068534","29.64997595628415","30.191132054794522","31.716337534246563","36.148246","36.130356","36.173808","","",""
"INTL.5-2-NER-TBPD.A","        Niger","","","","","","","","4","4","4","3","3","3","2.5","2.4","4.23311","4.23347","4.38471","4.46127","4.44863","4.64876","4.74876","4.74876","4.84863","4.84876","4.84876","4.848767123287671","3.7954644808743176","3.6427945205479424","3.8171232876712273","4.285616438356172","4.5690163934426185","4.263671232876712","4.352301369863012","4.920465753424656","5.44647540983607","6.64438356164383","8.396082191780819","8.079852054794515","12.139830601092903","14.228015342465756","12.852580821917808","13.980626","12.966014","13.458286","","",""
"INTL.5-2-NGA-TBPD.A","        Nigeria","","","","","","","","170","200.000000001","215","202","210","222.000000002","208.1","217.8","233.9","244.2","250.6","257.8","265","271.7","253","282.3","285.2","276.7","259.6","252","227.3540688524587","286.82189150684906","292.19626958904104","280.22463890410955","280.1879781420762","309.57034630137","249.888259726027","217.45147616438322","276.6791387978141","237.17178301369884","292.277931660274","279.6620538630137","277.6311236721311","429.2737514958904","454","410","424.894508","429","","",""
"INTL.5-2-NIU-TBPD.A","        Niue","","","","","","","","0.02","0.02","0.02","0.02","0.02","0.02044","0.02043","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.0204383561643836","0.04679125683060113","0.04814643353424658","0.0464020547945205","0.04338810958904106","0.04339877049180329","0.04494538369863019","0.04465152041095895","0.041302753205479485","0.06607111303278686","0.04306010482794536","0.0401045050785749","0.04483699559845832","0.04410332769422814","0.04755010882829073","0.04920944271041742","0.053803","0.052151","0.056407337702331375","","",""
"INTL.5-2-PRK-TBPD.A","        North Korea","","","","","","","","48","51","52","57","60.000000001","64","68.57788","69.77788","64.47","63.6686","72.98138","76.7","74.16706","71.66309","70.36209","62.95604","47.83099","40.23096","35.26132","77.56377072876712","20.36322404371585","22.51001534246575","22.573004931506894","21.986090958904068","22.10953551912572","18.61871123287671","14.249445479452058","17.037799452054795","17.41789180327869","17.0377304109589","16.95118465753424","17.393925479452054","16.693477595628423","18.103752328767122","17.245852054794526","19.529684","20.782171","18.462482","","",""
"INTL.5-2-MKD-TBPD.A","        North Macedonia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","19.4","21.3","18","18.5","23.4","21","22.3","20","18.649207650273215","15.424547945205479","17.610630136986284","16.869945205479453","17.201256830601082","17.650301369863012","18.275561643835623","20.14865753424658","17.90174863387979","18.7994794520548","18.40268493150685","18.996684931506852","18.728306010928964","18.759589041095893","18.702630136986294","20.495726027397303","21","21.318996","","",""
"none","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-NOR-TBPD.A","        Norway","","","","","","","","200.3","185","167","165","188.273224","196.934247","201.243835","204.032876","196.092895","189.734248","199.375342","189.479452","188.502732","194.835617","200.117809","208.158905","219.008197","220.276712","221.397261","221.597259","209.245902","222.104109","219.997261","229.972603","217.412568","221.602739","227.101369","238.276713","223.349727","222.8","228.832878","220.238355","215.221312","218.342466","211.232875","214.643836","212.22951","214.884932","221.698629","189.501369",""
"INTL.5-2-OMN-TBPD.A","        Oman","","","","","","","","17","17","20","21","25.000000001","30","29.6","26.7","26.2","31.3","38.5","38.5","39","38.9","39.79315","41.9","46.28797","48.28054","49.76353","53.76353424657534","63.63484900546455","71.66070698082189","81.21777810410953","77.72368398904109","72.29761691803266","80.32555129863015","89.65440696986312","101.57954476712334","131.5993953661202","109.40274235616448","123.65848223561649","134.7570808109589","151.53476655737703","148.08471232876713","165.08471232876713","173","166","170","182.514597","",""
"INTL.5-2-PAK-TBPD.A","        Pakistan","","","","","","","","103.999999999","113","134","137","140","159.999999999","165.9","180.1","192.5","206.4","219.1","220.9","226.7","257.1","283.3","299.1","326.8","332.7","346.9","350.3","377.44994098360644","365.4617216438356","362.4653106849317","301.74325589041075","330.4530830601097","340.2751736986303","379.08873534246584","400.5388794520549","395.559449180328","398.33391728767106","411.2410743890415","413.31714836712314","420.30972767213115","461.65448752876733","497.81290915616404","526","561","572","","",""
"INTL.5-2-PSE-TBPD.A","        Palestinian Territories","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","3.1","5.2","5.7","7.062923497267765","10.264468493150687","8.981495890410947","9.750780821917813","15.948590163934426","20.015517808219172","16.882767123287618","17.600090410958902","15.379262295081967","15.823536986301367","15.523205479452058","17.131591780821925","16.685327868852458","18.578073972602745","20.377123287671207","22.718098630136993","24.001","24.235007","","",""
"INTL.5-2-PAN-TBPD.A","        Panama","","","","","","","","77.999999999","77","73.999999999","76","75.000000001","65","66.5","69.8","67.7","66","70.3","70","72.2","70.9","80.9","85.2","72.7","76.5","85.1","52.7","87.78633224043718","94.18971068493151","89.44552438356166","93.41197260273972","90.79745901639336","91.40865753424656","101.45534246575343","95.27082191780828","111.32836065573775","108.75583561643832","125.32671232876719","124.86471232876721","135.56978142076505","135.00353424657524","139.40643835616433","147.021178","155.043452","168.043452","","",""
"INTL.5-2-PNG-TBPD.A","        Papua New Guinea","","","","","","","","12","12","12","12","13.999999999","13.999999999","14.4","16.09534","14.99508","15.39534","15.59534","15.39534","15.29508","15.29534","14.99534","15.0968","15.09654","15.49686","14.89674","14.89674837260274","17.85923973961747","21.206277672054775","22.534522452054784","25.634915614630156","29.773717921967222","28.543923833972606","28.89176993369867","31.051825027945196","31.027148500546442","32.89625775342463","31.01285808219178","19.727971506849318","32.64508448087428","35.286280219178096","36.81929731506844","33.349499","42.99577","38.346224","","",""
"INTL.5-2-PRY-TBPD.A","        Paraguay","","","","","","","","9.900000001","9.100000001","8.999999998","9.5","10","11","10.9","13.7","12.9","16.7","16","14.7","16.7","17.7","20.3","22.5","19.27886","20.6","23.8","28.263534246575343","22.984409836065588","23.65662575342467","25.033501369862982","26.001570410958912","26.080742076502705","24.250271780821915","26.206958904109555","27.344356164383555","28.262923497267813","29.32978082191784","33.2579726027397","33.82789041095886","35.777923497267714","35.44024657534242","37.19726027397264","46","54","60.091232","","",""
"INTL.5-2-PER-TBPD.A","        Peru","","","","","","","","133","137.000000001","136","124","127","125.000000001","135.8","138.3","141","121.3","121.8","113.2","119.3","125.6","131.5","142.1","154.4","157","158.7","167.3","166.0486928961749","155.02250739726014","154.5791594520549","152.63692273972583","169.92124918032783","167.75477260273962","167.42280657534243","161.18698849315072","190.1030502732241","197.1076021917808","203.9314038356164","215.75992657534252","226.05754754098362","228.57017095890416","223.98344438356168","234","246","255","","",""
