Report generated on: 09-17-2020 15:43:44
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"","total energy production (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-1-CPV-QBTU.A","        Cabo Verde","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000020618","0.00005158","0.000061872","0.00007238","0.000071491","0.000081576","0.000081808","0.000081608","0.000061998","0.000061038","0.000050625","0.000060096","0.000059994","0.000069433","0.000069188","0.000059124","0.00006832","0.000039024","0.0002429","0.000675636","0.000791903","0.0008559","0.000792115","0.000766256","0.000764679"
"INTL.44-1-KHM-QBTU.A","        Cambodia","0.000509012","0.000554009","0.00057497","0.0004208","0.0003132","0.000365645","0.00041784","0.000468855","0.0005162","0.000563328","0.000644924","0.000667904","0.000692914","0.000711321","0.000732436","0.000752776","0.00079618","0.000582141","0.00050985","0.000449944","0.000479447","0.000320323","0.00030519","0.000496125","0.000420672","0.000589941","0.000644735","0.00064246","0.000610948","0.000569008","0.0005395068","0.0007218988","0.0050939148","0.0097346823","0.017624883","0.0188364947","0.0243567856","0.0254582829"
"INTL.44-1-CMR-QBTU.A","        Cameroon","0.140287944","0.20758961","0.257841892","0.26856784","0.31587732","0.425614565","0.408265002","0.401731599","0.38054222","0.396217464","0.376673038","0.359737972","0.331912928","0.302790974","0.261921036","0.26908342","0.264467804","0.300468473","0.294151165","0.250858026","0.219807288","0.202703727","0.18401635","0.180824965","0.182551984","0.2160994021","0.2320430401","0.2193334961","0.2191209221","0.2074067561","0.19060742105","0.18306503275","0.18079761096","0.175506103","0.223866133545","0.2782354594","0.269185463036","0.240180219826937"
"INTL.44-1-CAN-QBTU.A","        Canada","10.152229168614356","9.9625957554842","9.959355384143048","10.212201261452668","11.15360286818669","11.81141139484958","11.720746550858477","12.361340743177793","13.181698498965982","13.081385432338658","13.154552488088862","13.686844034483363","14.231122373941735","15.12767083099347","16.056197419100176","16.522735427598153","16.912880977021203","17.058593328909428","17.04631670147479","17.310699996465697","17.777351987493226","17.892994170046418","18.244270661831628","18.162653807109482","18.550814864676777","18.76667869852701","19.109357309241027","19.419105513232296","18.942488270252124","18.293081840457106","18.3015122407118","18.710542178072917","19.120463485136824","19.92939227364331","20.81496382967022","20.922085602704296","21.175431406526","21.88781858167695"
"INTL.44-1-CYM-QBTU.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000036928","0.000128982"
"INTL.44-1-CAF-QBTU.A","        Central African Republic","0.000685608","0.000679445","0.000710872","0.00067328","0.00072036","0.00062682","0.000793896","0.000760587","0.000763976","0.000771968","0.000790552","0.0007827","0.000796334","0.000793793","0.000814964","0.00082496","0.00083754","0.000847679","0.000825957","0.000828306","0.000846683","0.000847306","0.000834186","0.000840375","0.001241984","0.001329867","0.001378741","0.001344224","0.001340144","0.0013176","0.0013082796","0.0014214508","0.0014216904","0.0013109334","0.001601484","0.0015693196","0.0015639008","0.0013856352"
"INTL.44-1-TCD-QBTU.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0819936","0.39053664","0.4031352","0.3598608","0.3279744","0.29004768","0.2710344","0.2801448","0.261924","0.23862384","0.2277609541","0.275590551","0.2801475957","0.2604436176","0.2916184809"
"INTL.44-1-CHL-QBTU.A","        Chile","0.27071800731777235","0.28689762762289406","0.26256928140834046","0.2574865691908202","0.2659093879510329","0.26992168311361897","0.2565808558352311","0.2603259131240192","0.2552023074885421","0.25564202515743656","0.2978200234306412","0.28952849234303973","0.32167096606240153","0.3267116430520013","0.32447426617820335","0.3497936872427877","0.3324381490219257","0.33277653428176335","0.2881102373626813","0.22411209790053183","0.27833986387751475","0.31250664874166256","0.34549846768774284","0.32764715249166254","0.32243284448855447","0.3788978086037924","0.3949802528882648","0.3345758302585139","0.35525647743779326","0.38359796563141907","0.3383899302713669","0.3447522434696992","0.320817349084593","0.35731279006427197","0.38928857128564515","0.4112105472261662","0.41373927102725966","0.41756515795647203"
"INTL.44-1-CHN-QBTU.A","        China","19.539819196619888","19.35768401293688","20.436555637259726","21.858580056820298","23.918757386373965","26.283756334522227","27.067852939979932","28.04417654560711","29.377353900119214","31.197378063537766","31.87634165234507","32.129763189035174","32.909566474744295","34.05030512286249","36.21409427927752","37.956012038640004","40.03036502356247","39.423793989985256","39.05907716063194","38.82117584945868","41.26209771785035","44.011476822694284","46.20334762771236","52.76464664782771","60.326435263595826","66.78072786364038","72.18734630025546","77.52240235102633","82.35218488162418","87.79845676183095","97.0320216446768","104.94622685140133","110.98758714171275","113.40302675925238","114.79117827135448","114.29797625542392","107.1163900005961","112.01840740621569"
"INTL.44-1-COL-QBTU.A","        Colombia","0.660188518109596","0.6697371030574928","0.7537436058362296","0.7824794440879969","0.9288122909449666","1.014314370472795","1.3819085105576678","1.546928476568838","1.6090726378320492","1.773626561898291","1.9218052310382352","1.8653884242466485","1.8894869306640973","1.9816088794639666","2.0545868447737736","2.4293363607658836","2.6588175955218767","2.7850715507386536","2.9812705371844785","3.1453507649084793","3.0096882111678704","3.006330628533036","2.9306255302997566","3.0282659995548546","3.1420464277043565","3.276026003842046","3.5017757337943953","3.533152295814221","3.9254750826959985","4.079388678629517","4.4157923142327","5.058707968659934","5.232512523912436","5.309218684830693","5.350921418229445","5.321959454490716","5.182981629931189","5.127241217065379"
"INTL.44-1-COM-QBTU.A","        Comoros","0.000020776","0.000020906","0.000020908","0.00002104","0.00002088","0.000020894","0.000020892","0.000020838","0.000020648","0.000020864","0.000020804","0.000020872","0.000020684","0.000020618","0.000020632","0.000020624","0.00002068","0.000020426","0.000020394","0.000020452","0.000020402","0.000020666","0.000030519","0.0000405","0.00005008","0.000049995","0.000049595","0.00004942","0.00004927","0.0000488","0.00004878","0.00004858","0.000028548","0.000019082","0.00001902","0.000018638","0.000018464","0.0000036852"
"INTL.44-1-COG-QBTU.A","        Congo-Brazzaville","0.139058112","0.176799506","0.190210496","0.18668588","0.2592951","0.258266736","0.25424129","0.264452325","0.307581784","0.350090576","0.35314547","0.334059864","0.372447502","0.385515395","0.383036804","0.400212176","0.42987482","0.557362098","0.581580283","0.59281625","0.614418292","0.560446723","0.546768366","0.538818025","0.512831412","0.5031348256","0.5305096064","0.46182633145","0.52138805185","0.59930201665","0.76536712465","0.67042522535","0.619203501085","0.58932437101","0.56928153896","0.57983340998","0.49207886831","0.591851369501"
"INTL.44-1-COD-QBTU.A","        Congo-Kinshasa","0.09019841528612554","0.08964939477566983","0.09516413805109718","0.10317918857165263","0.12047372256155289","0.12558436705327086","0.12609096507200862","0.12585039430632503","0.121361028493148","0.12418211786702033","0.12340127955395648","0.11620217385882123","0.11899884362120582","0.11042740161710628","0.11014101355629778","0.12750472086936163","0.12709467526877916","0.11101154543468081","0.10557720563967801","0.10093798207819107","0.11655575979500281","0.1126994945210345","0.11104341001355034","0.10916598373958203","0.11555690123891663","0.11631090317014342","0.11698851723076704","0.12393797836718896","0.11620443722943623","0.122660493989566","0.12064533948975667","0.11808834098994735","0.11476178006544842","0.12093146874774464","0.12629350049217744","0.12555838625431817","0.1266558300164589","0.12794120117451388"
"INTL.44-1-COK-QBTU.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.999e-7","9.919e-7","9.884e-7","9.854e-7","9.76e-7","9.756e-7","9.716e-7","9.516e-7","0.0000076328","0.00001902","0.000037276","0.000055392","0.000055278"
"INTL.44-1-CRI-QBTU.A","        Costa Rica","0.021794024","0.023634233","0.024692348","0.0295086","0.03110076","0.028718803","0.029938236","0.030986106","0.03117848","0.034289984","0.034825896","0.037872244","0.04157484","0.045235892","0.0451325","0.041278936","0.04457574","0.055109348","0.049995891","0.061284418","0.069295393","0.070099072","0.075343988","0.073572745","0.0808316914","0.0817431375","0.0829162355","0.0853243195","0.0890960352","0.08577088","0.08653572","0.086414104","0.08988171742872","0.087302532558695","0.08833569328629","0.10091587384047","0.1000064870766","0.103038192"
