"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?pa=0000001&c=ruvvvvvfvtvnvv1urvvvvfvvvvvvfvvvou20evvvvvvvvvnvvuvs&ct=0&tl_id=5-A&vs=INTL.5-2-AFG-TBPD.A&cy=2015&vo=0&v=H&end=2017"
"Wed Sep 19 2018 19:04:57 GMT-0700 (Pacific Daylight Time)"
"Source: U.S. Energy Information Administration"
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"","Petroleum (annual)","1000 bbl/d"
"","Consumption",""
"","Malta","1000 bbl/d",8.7,9.5,10,6.8,9.4,6,7.94235,8.7,9.3,9.8,10.5,11.4,12.4,13.2,14.2,15.2,16,17.1,18,20,18.1,14.9,18,17.9,17.7,19.2,18.0423561644,19.066739726,36.3211780822,39.4,47.2,42.4,42.3,40.3,40.5679178082,42,-,-
"","Martinique","1000 bbl/d",4.5,4.5,4.5,4.4,3.9,4.8,5,5.7,6.9,9.6,10.5,8.7,9.5,12.9,12.8,13,13,13.2,13.1,13.1,13.3,13.3,13.7,14.2,14.6,15.6,15.4,16.2,14.4,16.8,16.9,16.8,16.8,17.6,17.6356186301,18,-,-
"","Mauritania","1000 bbl/d",4.2,4,4,4,6,6,3.42611,4.72117,6.2,7.15309,6.3,6.6,22,22.5,22.5,22.8,23,23.1,23.2,23.2,23.7,23.7,22.7,23.3,20.1,23.6,20.7,18.7,12.8,12.8,12.8,12.8,12.8,16.4,16.3907123288,16,-,-
"","Mauritius","1000 bbl/d",6,5.4,5.2,5.7,5.7,5.8,7.2,6.2,9.1,10.19589,11.9,12.1,14.4,14.6,14.7,15.5,16,16.2,16.3,16.3,19.9,21.8,19.9,20.5,21.3,21.9,22.2,22.9423561644,22.7847123288,20.5847123288,23.4,25.2,24.9635342466,25.0211780822,25.8332328767,26,-,-
"","Mexico","1000 bbl/d",1270,1399,1476,1350,1394.93169399,1476.20547945,1523.46575342,1576.43013699,1598.07923497,1714.95890411,1591.28767123,1712.95342466,1712.55737705,1811.32876712,1978.42191781,1827.36986301,1824.23497268,1863.13424658,1983.6739726,1976.36438356,2062.46448087,2038.4,1952.84657534,1951.84109589,2020.30327869,2068.62465753,2075.76438356,2135.46849315,2125.78688525,2058.32054795,2094.30136986,2120.2739726,2102.04644809,2090.38082192,2039.68493151,2006.28767123,2052.58469945,1983.90136986
"","Moldova","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,56.12112,40.6,22.36353,22.02117,19.6,18.4,15.4,8.6,21.9,34,35,12.9,14.2211202186,14.6,14.5,15.5,15.5,14.5,16.8,17.5,16.3,16.4,17.4227945205,17,-,-
"","Mongolia","1000 bbl/d",12,12,14,14,15,16,16.6,16.8,17.3,16.7,15.7,14.7,13.3,12.7,13.1,11.4,11.8,7.91917,8.42172,8.7217260274,8.4,9.91917808219,10.6575342466,10.3,12.3382513661,12.5383561644,13.8113424658,15.3575342466,18.1575342466,16.4487671233,17.1487671233,21.295890411,24.9921643836,25.7739178082,24.381369863,24,-,-
"","Montenegro","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.8,3.1,3.65094520548,3.75777534247,6.34345205479,6.2,5.9,5.6,5.8282739726,6,-,-
"","Montserrat","1000 bbl/d",0.1,0.1,0.1,0.1,0.1,0.2,0.08175,0.10292,0.10265,0.10292,0.12117,0.22117,0.22112,0.22117,0.22117,0.32117,0.32112,0.32117,0.32117,0.321178082192,0.421120218579,0.421,0.421,0.421,0.5,0.521178082192,0.521178082192,0.62117808219,0.62117808219,0.621178082192,0.621178082192,0.621178082192,0.621178082192,0.374684931507,0.416356164384,0.45,-,-
"","Morocco","1000 bbl/d",89,85,88,89,85,90,93.4,92,99.2,110.9,116.2,118,130.6,135,148.1,141.5,138.1,146.3,144.2,157.5,158.4,161.1,154.5,166.3,169.4,173.521178082,180.542356164,183.8,217,235,268,281,291,287,280.629238356,283,-,-
"","Mozambique","1000 bbl/d",13,11,13,13,12,13,6.68471,6.78471,9.7,8,7,6.92323,6.88448,6.78471,6.48471,7.08471,7.08448,7.28471,7.6,7.9,7.9,9.3,10.6,11.2,13.3,13.3,13.5,14.3182465753,13.2182465753,14.7,15.8,18.1182465753,17.1,18.3,22.9417260274,23,-,-
"","Namibia","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,15.2,6.90516,7,8.6,8.4,8.4,8.9,9.4,10.1,14.8,12.6,15,15.4,16.6,17.6,17.8,19,20.1,20.2,22,20.9,22,22,23.2423561644,24.6200821918,25,-,-
"","Nauru","1000 bbl/d",0.9,0.9,0.9,0.9,0.9,0.9,0.86131,0.86131,0.86114,0.86131,0.86131,0.86131,0.86114,0.86131,0.86131,0.96131,0.96114,0.96131,0.96131,0.961315068493,0.881530054645,0.881753424658,1.08175342466,1.08175342466,1.08153005464,1.08175342466,1.08175342466,1.08175342464,1.08175342464,1.08584109589,1.08584109589,1.08584109589,1.08584109589,0.443753424658,0.394849315068,0.4,-,-
"","Nepal","1000 bbl/d",2,2,3,3,3,2.5,3.80957,4.20941,4.06338,4.0979,4.00898,5.07866,5.8613,5.9,7,7.2,9.1,11.1,14.3,15.3,14.9,15.3,15.5,15.5,16.2,16.7,17.054739726,16.754739726,17.354739726,19.7364931507,21.9,19.7364931507,19.7364931507,26.1364931507,30.5890136986,32,-,-
"","Netherlands","1000 bbl/d",792.1,731,642,613,590.06557377,609.580821918,675.41369863,690.602739726,722.535519126,715.402739726,799.915068493,797.410958904,809.691256831,811.306849315,839.865753425,846.42739726,862.915300546,894.342465753,901.087671233,916.284931507,929.423497268,968.230136986,998.671232877,1022.24931507,1060.16939891,1085.69863014,1109.44931507,1122.89863014,1072.86612022,1016.71506849,1026.35616438,1024.22739726,996.978142076,990.928767123,991.802739726,961.750684932,967.259562842,954.539726027
"","Netherlands Antilles","1000 bbl/d",109,100,95,89,85,71,69.4,69,65,68.5,67,63.8,62.9,62.9,65.3,69.5,68.5,73,73.9,72.3,70.2,72.3,69.5,65.9,65.7,70.5,72.7,75.9,87.1,79.3,79.5,88.8,89.8,67.6,70.6002652055,71,-,-
"","New Caledonia","1000 bbl/d",10,10,7,6,7,6.3,6.8043,7.30516,6.70515,7.30516,7.71189,8.16614,8.59505,8.5953,8.2953,8.2953,8.69505,8.6953,8.6953,8.69531506849,8.61418032787,8.71449315068,10.0144931507,10.0144931507,11.4,11.3211780822,13.7933150685,14,13.8,14.5065178082,14.5065178082,14.5065178082,14.5065178082,17.2635342466,17.2494246575,17,-,-
"","New Zealand","1000 bbl/d",91.37,85,82,82,84.631147541,81.9232876712,83.4328767123,90.2246575342,94.4371584699,99.104109589,106.665753425,104.02739726,109.469945355,109.928767123,120.131506849,125.334246575,125.180327869,128.589041096,129.246575342,131.038356164,133.825136612,134.904109589,140.709589041,145.569863014,150.31420765,152.764383562,154.282191781,155.728767123,157.540983607,151.479452055,152.726027397,152.684931507,151.74863388,154.515068493,156.660273973,160.750684932,162.784153005,169.054794521
"","Nicaragua","1000 bbl/d",13,13,13,13,12,14,13.8,13.9,14.2,13.9,13.3,12.7,15.1,15.1,16,17.4,18.5,19.5,22.4,23.8,24,25.1,25.4,25.7,27.1,28.5,28.5,29.4,27.9,28.5,28,30.9,30.3,29.4,29.4423046575,30,-,-
"","Niger","1000 bbl/d",4,4,4,3,3,3,2.5,2.4,4.23311,4.23347,4.38471,4.46127,4.44863,4.64876,4.74876,4.74876,4.84863,4.84876,4.84876,4.84876712329,4.84863387978,4.94876712329,5.24876712329,5.54876712329,5.54863387978,5.54876712329,5.4,5.5,3.3,5.0355299726,5.02784221918,5.0355299726,5.0355299726,14.3423561644,12.8525808219,13,-,-
"","Nigeria","1000 bbl/d",170,200,215,202,210,222,208.1,217.8,233.9,244.2,250.6,257.8,265,271.7,253,282.3,285.2,276.7,259.6,252,231.439970492,286.821891507,292.196269589,273.197471781,272.163637158,292.880016438,243.421449863,213.820326575,268.29688306,230.730544658,284.829819178,271.025953973,278.406416393,283.126785753,304.913319452,325,-,-
"","Niue","1000 bbl/d",0.02,0.02,0.02,0.02,0.02,0.02044,0.02043,0.02043,0.02038,0.02043,0.02043,0.02043,0.02038,0.02043,0.02043,0.02043,0.02038,0.02043,0.02043,0.0204383561644,0.0203825136612,0.02,0.02,0.02,0.02,0.0265698630137,0.0306575342466,0.032701369856,0.0221019178038,0.0221019178082,0.0221019178082,0.0221019178082,0.0221019178082,0.0408767123288,0.0642465753425,0.06,-,-
"","Northern Mariana Islands","1000 bbl/d",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"","Norway","1000 bbl/d",200.3,185,167,165,188.215846995,196.95890411,201.197260274,204.021917808,196.12568306,189.712328767,199.37260274,189.487671233,188.524590164,194.854794521,200.139726027,208.221917808,219.535519126,220.293150685,221.465753425,221.676712329,209.295081967,222.084931507,220.008219178,229.975342466,217.418032787,221.6,228.01369863,238.254794521,223.352459016,222.791780822,214.698630137,210.969863014,207.535519126,207.052054795,200.465753425,208.832876712,205.699453552,205.323287671
"","Oman","1000 bbl/d",17,17,20,21,25,30,29.6,26.7,26.2,31.3,38.5,38.5,39,38.9,39.79315,41.9,46.28797,48.28054,49.76353,53.7635342466,52.3633606557,57.2635342466,56.7756164384,58.1756164384,63.5956284153,71.5,79,91.6,121.6,108.6,150.684712329,163.484712329,186.284712329,151.684712329,172.532804252,181,-,-
"","Pakistan","1000 bbl/d",104,113,134,137,140,160,165.9,180.1,192.5,206.4,219.1,220.9,226.7,257.1,283.3,299.1,326.8,332.7,346.9,350.3,364.6,367.5,356,336.1,326.8,336.2,356.5,382.8,390,391.9,415.6,414.5,423.5,441.4,481.509901381,504,-,-
"","Palestinian Territories","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.1,5.2,5.7,7,10.2847123288,8.96353424657,9.68271232876,15.9,19.5230684931,21.8422465753,21.8,15.4525835616,16.4,17.8381205479,16.4,16.4,18.6211780822,18.6938356164,19,-,-
"","Panama","1000 bbl/d",78,77,74,76,75,65,66.5,69.8,67.7,66,70.3,70,72.2,70.9,80.9,85.2,72.7,76.5,85.1,52.7,52.3,80.1983287671,76.7,77.7,88,84.2,86.5,90.2211780822,51.4423561644,97.3,116.2,123.9,133.5,131.7,139.406438356,142,-,-
"","Papua New Guinea","1000 bbl/d",12,12,12,12,14,14,14.4,16.09534,14.99508,15.39534,15.59534,15.39534,15.29508,15.29534,14.99534,15.0968,15.09654,15.49686,14.89674,14.8967483726,14.9,15,22.1,25.3,24.5,25.1,26.1,26.5,19.8,19.6,19.8,19.6,19.6,41.7,41.4512339726,42,-,-
"","Paraguay","1000 bbl/d",9.9,9.1,9,9.5,10,11,10.9,13.7,12.9,16.7,16,14.7,16.7,17.7,20.3,22.5,19.27886,20.6,23.8,28.2635342466,25,22.1635342466,24.9635342466,25.8423561644,25.5633606557,26,25.7,25.8,28.3256254794,28.5063534247,31,33.9,35.9,35.6,37.197260274,42,-,-
"","Peru","1000 bbl/d",133,137,136,124,127,125,135.8,138.3,141,121.3,121.8,113.2,119.3,125.6,131.5,142.1,154.4,157,158.7,167.3,176.6,162.4,152,155,162.1,158.3,169.6,166.1,186.1,187.5,206.4,215.4,224,226,236.068814247,248,-,-
"","Philippines","1000 bbl/d",225,212,209,195,167,152,158.3,189.3,196.1,230.5,234.9,235,259.7,285,303,327,346,364.2,382,370,354,346,338,332.3,337,340.4,333.4,313.7,300.2,294.9,309.1,299.7,309.8,321.4,347.375008219,398,-,-
"","Poland","1000 bbl/d",386.8,346,318,325,314.472677596,316.931506849,330.608219178,340.043835616,340.06557377,340.339726027,280.109589041,271.430136986,278.68852459,293.361643836,304.282191781,317.652054795,361.461748634,391.276712329,403.789041096,420.219178082,411.267759563,404.693150685,406.443835616,430.682191781,454.12568306,470.82739726,502.279452055,523.723287671,539.254098361,543.704109589,567.616438356,558.509589041,533.021857924,504.961643836,504.408219178,540.679452055,582.161202186,649.542465753
"","Portugal","1000 bbl/d",154.3,140,184,185,190.721311475,179.871232877,196.134246575,192.117808219,203.893442623,249.106849315,251.139726027,252.035616438,278.838797814,265.490410959,270.898630137,290.320547945,280.510928962,298.139726027,325.97260274,336.838356164,332.707650273,333.852054795,343.15890411,325.97260274,327.912568306,336.964383562,302.720547945,307.950684932,292.568306011,276.021917808,273.693150685,256.350684932,230.226775956,234.15890411,233.402739726,237.293150685,240.174863388,247.175342466
"","Puerto Rico","1000 bbl/d",106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,-
"","Qatar","1000 bbl/d",17,18,21,22,24,25,27.67534,28.9,26.95,27.663,27.67,28,30,31.5,32.4,34.5,39.8,40.31824,41.5,59.2,50.6374098361,63.4128756164,92.074860274,88.1969764384,81.5723715847,96.0184832877,121.89454137,132.911680548,172.403260109,184.850129315,196.634734795,205.860019726,228.259835519,216.501108493,245.878019726,255,-,-
"","Reunion","1000 bbl/d",4.3,4.3,4.7,5.4,6,5.9,5.70603,6.40603,7.51459,8,8.54689,9.94877,10.4,13,13.5,13.3,13.3,13.3,17.1,17.1,17.6,18.5,18.4,18.5,18.9,19.3,19.5,19.6,19.8,20.4,20.4,20.4,20.4,17.1,17.052,18,-,-
"","Romania","1000 bbl/d",374,345,340,320,307,320,321.7,339.8,329.8,345,382.7,277.5,249.8,248.1,220.6,244.1,256.4,270.1,249.5,209.8,212.6,255.5,232.1,218.2,224.8,220.4,216.6,224.7,230,200.4,192.6,188,190.5,189.8,179.044058082,183,-,-
"","Russia","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,4424,3751,3178.9,2975.3,2619.5,2561.8,2490.1,2537.3,2577.7,2738.3,2636.4,2682.4,2750.4,2785.4,2802.6,2696.6,2906.6,2951.6,3135,3423,3444,3490,3614.75696438,3512,-,-
"","Rwanda","1000 bbl/d",1.1,2.5,2.4,2.7,4.4,4.5,4.55473,4.49123,4.5,4.59123,4.9,5,5,4.6,4.7,4.8,4.8,4.8,4.8,4.8,5.2,5.3,6.4,5.4,5.2,5.4,5.6,5.1547395,5.052915,5.2693369863,5.2638630137,5.2693369863,5.2693369863,5.97298630137,5.97912328767,6,-,-
"","Saint Helena","1000 bbl/d",0.0217260273973,0.02,0.02,0.02,0.02,0.02044,0.02043,0.04215,0.04204,0.04215,0.04215,0.02043,0.02038,0.02043,0.02043,0.02043,0.02038,0.02043,0.02043,0.0204383561644,0.0618852459016,0.085,0.085,0.085,0.064,0.0620547945205,0.0470082191781,0.06131506848,0.0510958904,0.0505031780822,0.0505031780822,0.0505031780822,0.0505031780822,0.0613150684932,0.0846849315068,0.08,-,-
"","Saint Kitts and Nevis","1000 bbl/d",0.4,0.4,0.4,0.4,0.4,0.4,0.34235,0.34235,0.36336,0.36353,0.36353,0.48471,0.48448,0.6,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,1,1.2,1.7,1.7,1.8,1.7,1.7,1.7,1.9,1.90687671233,1.9,-,-
"","Saint Lucia","1000 bbl/d",0.8,0.6,0.8,0.7,0.7,0.9,0.90297,0.97973,1.24121,1.2416,1.2416,1.2416,1.24121,1.2416,1.47338,1.47338,1.47291,1.47338,1.47338,1.47339726027,2.27292349727,2.37339726027,2.57339726027,2.67805479452,2.75319672131,2.63279452055,2.76238356164,2.86238356164,3.06238356164,2.96670410959,3.06670410959,3.06670410959,3.06670410959,3.06238356164,3.05805479452,3,-,-
"","Saint Pierre and Miquelon","1000 bbl/d",1,1,0.9,1,1,0.9,1.10791,1.40791,1.41029,1.71032,1.6086,1.51032,1.4,0.8,0.8166,0.5166,0.51655,0.3,0.4,0.4,0.4,0.47,0.47,0.4,0.4,0.516602739726,0.5,0.5,0.5,0.5,0.5,0.5107569,0.5107569,0.5,0.624876712329,0.6,-,-
"","Saint Vincent/Grenadines","1000 bbl/d",0.3,0.3,0.3,0.3,0.3,0.3,0.25295,0.25295,0.29824,0.48473,0.50911,0.48473,0.5845,0.48473,0.88187,0.98187,0.88139,1.03777,1.13366,1.13367123288,1.15762295082,1.23632876712,1.24098630137,1.44098630137,1.51655737705,1.51660273973,1.41660273973,1.41660273973,1.41660273973,1.41660273973,1.51660273973,1.51660273973,1.51660273973,1.5,1.51904109589,1.5,-,-
"","Samoa","1000 bbl/d",0.7,0.7,0.8,0.8,1,0.8,0.7,0.7,0.7,0.9,0.9,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.76356164384,1.68805479452,1.7,-,-
"","Sao Tome and Principe","1000 bbl/d",0.2,0.2,0.2,0.2,0.2,0.2,0.22117,0.22117,0.22112,0.22117,0.42117,0.44555,0.44543,0.44555,0.54555,0.54555,0.54543,0.54555,0.54555,0.545561643836,0.566557377049,0.566739726027,0.566739726027,0.566739726027,0.566557377049,0.666739726027,0.712301369863,0.91230136985,0.91230136985,0.90698630137,0.899049315068,0.899049315068,0.899049315068,0.984712328767,1.00117808219,1,-,-
"","Saudi Arabia","1000 bbl/d",610,670,720,790,850,939,974,975,989.9,950.1,1108.1,1158.9,1217.9,1260,1286.1,1254.4,1332.7,1382.6,1438.5,1262.2,1568.94587978,1607.44975945,1657.02540329,1700.0134411,1852.03261579,1936.5136,2030.45368219,2115.99547945,2351.71678142,2472.64533562,2715.80765753,2784.71936986,2979.72880328,2963.50832877,3086.47580822,3302,-,-
"","Senegal","1000 bbl/d",17,17,17,16,20,19,19.5,19.2,16.3,16.9,17,15.7,19,19.6,23.4,25.3,25.3,23.5,25.2,27.8,29.7,29.4,29.9,30.4,34,36.2,37.4,37.9,25.9847123288,36.0635342466,38.7635342466,39.4635342466,38.7211780822,39.5,43.4939813699,44,-,-
"","Serbia","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,87.8,91.1,76.521178,81.7,78.9,78.6,69.8,71.7,72.734109589,75,-,-
"","Seychelles","1000 bbl/d",1.5,1.2,1.1,1.9,2,2.1,1.99491,2.10709,3.12792,3.25369,2.91917,3.30388,3.28248,3.3827,3.3827,3.50388,3.5036,3.71917,3.71917,3.71917808219,3.81912568306,3.91917808219,5.72325013699,5.5625109589,5.81420765027,5.69534246575,5.91134246575,6.31452054795,6.8204460274,7.31973890411,6.81988520548,6.81988520548,6.81988520548,6.02117808219,5.95643835616,6,-,-
"","Sierra Leone","1000 bbl/d",5,5,5.4,5,5,5.5,5.80669,6.30705,7.00768,6.7079,6.80793,7.20822,5.2055,5.20571,5.4,5.70596,5.60594,5.90607,5.90611,5.90611052055,6.206321,6.4,6.40648552877,6.40660872877,7.80625413661,7.80830848219,7.80609694247,8.5,10,9.3,4.4,4.4,4.4,7.39873972603,7.35405479452,7.4,-,-
"","Singapore","1000 bbl/d",202,214,222,220,235,227,257.4,285,302.6,329.2,363.2,388.7,419.9,468.8,501,511,586.6,630.7,650.1,708,681.7,724.6,699.1,723,745.1,808.9,829.4,889.6,1006.7,1169.3,1149.9,1216.5,1225.4,1243.2,1285.32309589,1334,-,-
"","Slovakia","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,--,64.4767123288,65.3369863014,64.6301369863,68.0710382514,73.6821917808,74.3506849315,68.0301369863,66.7595628415,71.6657534247,80.0602739726,74.9589041096,74.5928961749,78.4657534247,78.5780821918,83.298630137,85.6174863388,80.5150684932,83.6082191781,83.002739726,76.0245901639,77.202739726,73.0438356164,78.9780821918,81.4890710383,85.8904109589
"","Slovenia","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,33.4508196721,39.9835616438,43.2082191781,47.5780821918,55.8278688525,54.8630136986,52.1315068493,52.4684931507,50.1721311475,52.0410958904,50.5534246575,51.2630136986,52.4043715847,53.6438356164,55.6273972603,55.2356164384,64.0464480874,54.8219178082,55.4767123288,54.9917808219,54.0273224044,51.4,50.3452054795,49.4109589041,52.2978142076,52.1150684932
"","Solomon Islands","1000 bbl/d",0.7,1,0.9,1,1,0.9,0.82117,0.958,1.1607,1.16114,1.16114,1.16114,1.1607,1.16114,1.16114,1.16114,1.1607,1.16114,1.16114,1.16115068493,1.16071038251,1.16115068493,1.26115068493,1.26115068493,1.36071038251,1.46115068493,1.36115068493,1.47939726027,1.4202739726,1.36115068493,1.54037589041,1.54037589041,1.54037589041,1.54912328767,1.55432876712,1.6,-,-
"","Somalia","1000 bbl/d",7.9,9.2,9.1,8.9,9.2,9.1,9.7107,7.20654,7.20659,7.40669,6.70646,4.01319,3.70316,3.90319,3.90319,3.90319,3.90319,3.90319,3.90319,3.903192,4.8,4.8,4.8,4.8,4.8,4.8,5.1,5.7,5.5,5.5,5.5,5.5,5.5,5.7,5.67909589041,5.7,-,-
"","South Africa","1000 bbl/d",312,324,349,338,360,350,350.2,344.9,341.6,348.9,375,402.4,411.4,401.6,409.5,421.5,427.6,439.7,451,465,459,457,476,490,504,538,550,560.3,527,533,583.8,616.1,639,634.7,626.590149041,662,-,-
"","South Sudan","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-,9.20591780822,10.632739726,11,-,-
"","Spain","1000 bbl/d",990.2,941,1003,1011,851.775956284,857.64109589,866.126027397,895.221917808,982.598360656,980.901369863,1009.8739726,1067.49041096,1104.10382514,1053.27671233,1116.43013699,1186.75890411,1198.7568306,1266.07123288,1356.01643836,1396.11232877,1433.15846995,1492.32328767,1504.50684932,1542.32876712,1571.43169399,1607.25479452,1588.14520548,1611.1369863,1546.9863388,1467.4739726,1441.03013699,1385.23835616,1300.86885246,1208.15890411,1199.68219178,1246.56164384,1290.06284153,1296.30410959
"","Sri Lanka","1000 bbl/d",34,34,35,36,39,33,31.24698,36.3,34,31.7,35,34.1,36.2,41.2,45.2,47.5,54,60.7,61.5,65.5,74.4,73.3,77,76.8,81.5,86.6,84.5,87.5,86.1,87.1,88.8,101.1,107.8,94.9,101.36226411,107,-,-
"","Sudan","1000 bbl/d",22,23,25,24,22,25,28,26.9,29.5,28.5,25.5,36.5,33.2,31.3,28.1,26.4,26.4,27.2,27.3,29.3,43.4,55.6,58.4,65.7,70.4,77.5,88.1,84.8,95.3,124.763534247,114.884712329,110.784712329,107.684712329,107.684712329,105.382417534,113,-,-
"","Suriname","1000 bbl/d",14,12,11,8,6.7,8.6,8.54657,7.12117,7.921,8.621,10.464,9.76353,9.16336,9.54235,9.44235,9.74235,9.5,9.9096,9.88493,9.88493150685,10.3827868852,10.8876712329,11.4876712329,11.7,12.1844808743,12.4847123288,13,12.8,12.8,13.1,17.1,17.1,17.1,16.4,14.2078027397,14,-,-
"","Swaziland","1000 bbl/d",2,2,2,2,2,2.3,2.03584,2.31375,2.4551,2.58695,2.48671,2.87875,2.68,3.31163,3.51259,3.51259,3.51255,3.51259,3.51259,3.51259240114,3.52,3.52,3.52,3.52,3.52,3.52,3.9078305877,4.6912328767,4.81530909588,4.80885013699,4.80823150685,4.80823150685,4.80823150685,5.01295890411,5.02939726027,5,-,-
"","Sweden","1000 bbl/d",526.8,471,402,365,346.234972678,357.197260274,370.939726027,364.430136986,350.081967213,335.531506849,335.698630137,340.093150685,370.871584699,365.005479452,390.254794521,388.304109589,413.150273224,393.950684932,401.180821918,392.339726027,361.666666667,368.739726027,373.128767123,370.260273973,368.368852459,359.917808219,354.928767123,350.238356164,336.306010929,317.545205479,335.109589041,313.147945205,298.128415301,294.336986301,301.430136986,297.536986301,321.68852459,323.183561644
"","Switzerland","1000 bbl/d",307.1,251,237,259,249.174863388,270.545205479,271.068493151,263.561643836,264.68579235,261.621917808,261.202739726,274.424657534,276.786885246,263.038356164,259.391780822,262.942465753,266.734972678,265.087671233,275.024657534,277.775342466,270.128415301,276.353424658,263.298630137,265.808219178,265.240437158,266.632876712,265.879452055,254.454794521,262.306010929,255.605479452,260.668493151,241.950684932,245.661202186,250.739726027,230.454794521,226.739726027,228.193989071,223.898630137
"","Syria","1000 bbl/d",110,120,121,139,154,164,164.7,179.1,191.3,199.3,204.3,177.4,183.2,208.1,223.6,225.5,230.4,240.9,247,255,260.3,252.8,258.6,259.4,258.1,258,260.2,264.3,309.5,312.763534247,308.084712329,292.984712329,221.563534247,179.642356164,143.222509589,139,-,-
"","Taiwan","1000 bbl/d",380,340,330,337,384,378,404.3,418.9,482.3,520.6,540.6,545.4,557.1,616.1,658.9,736.8,779.8,775.2,808,851.9,938.5,881.5,894.4,930.4,947.1,938.7,959.3,952,889,933.2,1021.1,945.1,934.069458086,932.071525803,947.2163263,955.299664165,-,-
"","Tajikistan","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,19.5,15.5,12,13,15.1,16.6,19,28.6,3.94064371585,5.63576876712,6.60207342466,5.88363506849,6.96137814208,6.0299539726,7.52339945205,10.4153106849,10.8460612022,10.484899726,11.0677183562,11.6561841096,15.7446896175,18.3526235616,22.6177687671,22.6328317808,-,-
"","Tanzania","1000 bbl/d",13,16,15,13,15,15,18.02086,15.9,17,16.4,18.09831,15,16.5,17.1,15.4,15,15.1,15.2,15.5,16.2,16.2,19,21.7,23.5,25.2,27.1,27.7,29.8,32.9,34.9,32.6,33.8,34.7,55.4,58.7046575342,68,-,-
"","Thailand","1000 bbl/d",224,214,199,214,233,225,234.3,260.2,283.4,348.1,407.1,436.9,475,544.9,603,678.7,749.7,781.5,737,730.9,739.589537492,739.110203829,835.497984182,913.916237429,1006.78593723,1001.90965575,1000.01496092,1001.71919468,975.407698058,1027.0314309,1088.48296227,1107.69568197,1158.43317277,1261.67971667,1252.07437021,1277.09876989,-,-
"","Timor-Leste (East Timor)","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.1,1.2,1.2,1.2,2.2,1.3,1.3,1.3,1.3,1.3,3.06517808219,3.05528767123,3.1,-,-
"","Togo","1000 bbl/d",4.1,3.8,3.7,4,4.7,4.4,3.6,3.53308,3.629,4.324,4.1258,6.7568,4.9,3.52135,4.1,4.1,4.1,4.3,4.3,6.7,9.4,6.8,8.93178082192,14.2635616438,15.1633879781,14.8635616438,15.5,16.6953424658,8.8,9.1,15.8660821918,14,12.8660821918,13.1440547945,13.6693424658,14,-,-
"","Tonga","1000 bbl/d",0.2,0.3,0.3,0.3,0.3,0.3,0.18634,0.42117,0.53155,0.65363,0.65363,0.668,0.63893,0.6393,0.86688,0.78806,0.88756,0.93042,0.94571,0.945726027397,0.945327868852,0.862602739726,0.764082191781,0.764082191781,0.785027322404,1.02873972603,1.10643835616,1.10643835616,1.10643835616,1.10643835616,1.10643835616,1.10643835616,1.10643835616,1.52805479452,1.45690410959,1.5,-,-
"","Trinidad and Tobago","1000 bbl/d",42,39,30,26,25,24,23.1,20.6,18.5,21.1,20.3,21.5,21.8,21.3,24,21.7,20.4,22.4,21.8,23.5,24.8,28.9,28.3,31.3,32.5,35,37.4,39,42,36.7,40.5,41.4,42.6,54.8,45.2881523288,49,-,-
"","Tunisia","1000 bbl/d",52,57,52,59,57,55,61.5,52.1,61.1,62.9,62.5,68,72.1,73.8,74.5,70.6,72.5,77.9,81.1,79.1,83.8,87.8,88.1,87.5,89.2,87.9,89.5,88.3,92,87.1,87.5,80.9,84.7,87.9,94.3533676712,100,-,-
